sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oNumDays
2301-200124,1,3860,NC,Title and Escrow,Reverse Mortgage,97845.00,0.00,95.00,1358.00,20.00,27.00,43.00
17-500198,2,3863,CA,LCP - Title Only,Refinance,20000.00,0.00,46.00,731.00,4.00,9.00,90.00
2301-200125,1,3863,AZ,Title and Escrow,Reverse Mortgage,82925.00,0.00,92.00,1367.00,16.00,37.00,31.00
2301-200126,1,3863,CA,Title and Escrow,Reverse Mortgage,363415.50,1.00,113.00,1760.00,16.00,64.00,43.00
17-500199,2,3863,CA,LCP - Title Only,Refinance,175000.00,0.00,34.00,401.00,4.00,5.00,45.00
17-500200,2,3863,FL,Title Only,Refinance,164108.00,1.00,65.00,1044.00,30.00,28.00,36.00
2301-200127,1,3860,TN,Title and Escrow,Reverse Mortgage,91000.00,0.00,68.00,849.00,20.00,23.00,45.00
17-500201,2,3860,VA,Title & Sub-Escrow,Refinance,254212.00,1.00,62.00,1528.00,24.00,44.00,52.00
17-500202,2,3863,CA,Title & Full Escrow,Refinance,352000.00,2.00,61.00,606.00,17.00,15.00,45.00
2301-200129,1,3860,TX,Title and Escrow,Reverse Mortgage,67390.00,0.00,117.00,2405.00,4.00,74.00,64.00
17-500204,2,3863,CA,Title & Sub-Escrow,Refinance,150000.00,1.00,79.00,1268.00,22.00,22.00,57.00
2301-200131,1,3863,TX,Title and Escrow,Reverse Mortgage,131000.00,1.00,50.00,497.00,4.00,4.00,45.00
17-500205,2,3863,CA,Title & Sub-Escrow,Refinance,302850.00,1.00,74.00,1118.00,20.00,41.00,52.00
2301-200133,1,3860,WI,Title and Escrow,Reverse Mortgage,197242.50,0.00,144.00,1815.00,20.00,69.00,45.00
2301-200135,1,3860,NC,Title and Escrow,Reverse Mortgage,42080.00,0.00,101.00,1817.00,21.00,60.00,105.00
2301-200136,1,3863,CA,Title and Escrow,Reverse Mortgage,278875.00,2.00,86.00,1635.00,19.00,44.00,31.00
2301-200137,1,3863,FL,Title Only,Reverse Mortgage,50970.87,2.00,60.00,1271.00,32.00,30.00,21.00
2301-200138,1,3863,CA,Title and Escrow,Reverse Mortgage,625500.00,3.00,53.00,660.00,19.00,14.00,45.00
2301-200139,1,3860,NY,Title and Escrow,Reverse Mortgage,127470.00,0.00,94.00,1626.00,20.00,44.00,34.00
2301-200140,1,3863,FL,Title Only,Reverse Mortgage,130000.00,0.00,56.00,573.00,26.00,14.00,45.00
17-500206,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),123450.00,3.00,39.00,610.00,11.00,16.00,78.00
17-500207,2,3860,KS,Title & Sub Escrow,Refinance,136126.00,1.00,65.00,1029.00,21.00,29.00,63.00
17-500208,2,3863,CA,Title & Sub-Escrow,Refinance,177750.00,1.00,60.00,996.00,18.00,25.00,51.00
17-500209,2,3863,CA,Title & Sub-Escrow,Refinance,122700.00,4.00,63.00,986.00,24.00,32.00,64.00
2301-200143,1,3863,TX,Title and Escrow,Reverse Mortgage,124650.00,0.00,84.00,1340.00,6.00,29.00,45.00
17-500210,2,3860,AL,Title & Sub Escrow,Refinance,254375.00,3.00,95.00,1806.00,28.00,62.00,92.00
2301-200144,1,3863,CA,Title and Escrow,Reverse Mortgage,281320.00,2.00,99.00,1644.00,18.00,50.00,41.00
2301-200145,1,3863,TX,Title and Escrow,Reverse Mortgage,207769.84,1.00,87.00,2623.00,8.00,79.00,49.00
17-500211,2,3863,CA,Title Only,Refinance,693150.00,2.00,61.00,980.00,24.00,32.00,50.00
17-500212,2,3860,PA,Property Report / O&E & Full Escrow,Uninsured (Info Products),44850.00,2.00,78.00,1035.00,8.00,29.00,50.00
2301-200146,1,3863,FL,Title and Escrow,Reverse Mortgage,245340.00,1.00,84.00,1548.00,29.00,30.00,48.00
17-500214,2,3863,NV,Title & Sub-Escrow,Refinance,72000.00,1.00,56.00,759.00,21.00,20.00,76.00
17-500215,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,50.00,735.00,4.00,16.00,45.00
2301-200147,1,29189,VT,Title and Escrow,Reverse Mortgage,111285.60,0.00,67.00,1412.00,5.00,46.00,24.00
2301-200148,1,3863,CA,Title and Escrow,Reverse Mortgage,368419.50,0.00,75.00,1375.00,17.00,45.00,63.00
17-500217,2,3863,CA,Title Only,Refinance,414000.00,1.00,65.00,1224.00,20.00,39.00,31.00
17-500218,2,3863,CA,LCP - Title Only,Refinance,57000.00,0.00,26.00,232.00,2.00,2.00,45.00
17-500219,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),120000.00,1.00,46.00,607.00,4.00,12.00,52.00
17-500220,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),45000.00,1.00,49.00,656.00,4.00,9.00,55.00
17-500221,2,3863,CA,Title & Sub-Escrow,Refinance,467032.00,1.00,65.00,1044.00,20.00,27.00,51.00
17-500222,2,3860,AL,Title Only,Refinance,89114.00,2.00,82.00,1460.00,23.00,56.00,103.00
2301-200149,1,3863,CA,Title and Escrow,Reverse Mortgage,147835.56,3.00,88.00,1567.00,21.00,55.00,40.00
17-500223,2,3860,SC,Title & Sub-Escrow,Refinance,189542.00,1.00,72.00,1479.00,24.00,49.00,91.00
17-500224,2,3860,MI,Title & Sub-Escrow,Refinance,59675.00,1.00,59.00,1207.00,24.00,26.00,33.00
17-500225,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,128246.50,2.00,17.00,451.00,12.00,6.00,103.00
2301-200150,1,3860,CO,Title and Escrow,Reverse Mortgage,120000.00,0.00,56.00,658.00,19.00,16.00,45.00
2301-200151,1,3860,MI,Title and Escrow,Reverse Mortgage,39825.00,3.00,91.00,1612.00,25.00,53.00,68.00
17-500226,2,3860,UT,Title & Sub-Escrow,Refinance,492000.00,2.00,45.00,544.00,23.00,13.00,45.00
17-500227,2,3860,UT,Title & Sub-Escrow,Refinance,151000.00,1.00,37.00,478.00,22.00,7.00,45.00
17-500228,2,3863,CA,LCP & Sub-Escrow,Refinance,65000.00,2.00,43.00,569.00,5.00,6.00,45.00
17-500229,2,3860,CO,Title & Full Escrow,Refinance,156000.00,2.00,79.00,1290.00,21.00,32.00,37.00
17-500230,2,3860,CA,Property Report / O&E - Title Only,Uninsured (Info Products),530000.00,1.00,25.00,385.00,10.00,5.00,198.00
17-500231,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),25000.00,1.00,38.00,569.00,4.00,13.00,28.00
17-500232,2,3863,CA,Title Only,Refinance,275987.00,1.00,59.00,1009.00,18.00,29.00,51.00
17-500233,2,3863,CA,LCP - Title Only,Refinance,133000.00,0.00,41.00,592.00,4.00,13.00,50.00
17-500234,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,42.00,568.00,4.00,12.00,40.00
17-500235,2,3860,MO,Title Only,Refinance,111050.00,1.00,90.00,1423.00,24.00,37.00,99.00
2301-200154,1,3860,MO,Title and Escrow,Reverse Mortgage,102790.00,1.00,76.00,1211.00,19.00,36.00,58.00
17-500237,2,3863,CA,Title Only,Refinance,364000.00,1.00,49.00,723.00,19.00,18.00,41.00
17-500238,2,3863,CA,Title & Sub-Escrow,Refinance,290106.00,1.00,40.00,438.00,19.00,4.00,45.00
17-500239,2,3863,CA,Title & Sub-Escrow,Refinance,320000.00,1.00,38.00,415.00,18.00,5.00,45.00
17-500240,2,3863,CA,Title & Full Escrow,Refinance,157500.00,1.00,69.00,1032.00,16.00,23.00,55.00
17-500241,2,3860,IA,Title & Sub-Escrow,Refinance,160000.00,1.00,48.00,512.00,22.00,10.00,45.00
17-500242,2,3863,CA,LCP - Title Only,Refinance,100000.00,1.00,53.00,746.00,4.00,14.00,55.00
17-500243,2,3863,CA,LCP - Title Only,Refinance,100000.00,1.00,59.00,867.00,4.00,19.00,65.00
17-500244,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),38000.00,2.00,28.00,361.00,6.00,6.00,199.00
17-500245,2,3863,CA,Title & Sub-Escrow,Refinance,167400.00,1.00,54.00,805.00,18.00,24.00,56.00
17-500246,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,48.00,584.00,6.00,7.00,42.00
2301-200156,1,3860,NC,Title and Escrow,Reverse Mortgage,265000.00,4.00,52.00,680.00,22.00,18.00,45.00
17-500247,2,3863,CA,LCP & Sub-Escrow,Refinance,25000.00,0.00,65.00,1018.00,8.00,21.00,103.00
2301-200158,1,3863,CA,Title and Escrow,Reverse Mortgage,341523.00,2.00,82.00,1737.00,18.00,59.00,69.00
2301-200159,1,3860,MS,Title and Escrow,Reverse Mortgage,91770.00,1.00,85.00,1578.00,22.00,52.00,64.00
17-500248,2,3863,CA,Title Only,Refinance,284000.00,2.00,45.00,1043.00,18.00,23.00,23.00
17-500249,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),120000.00,1.00,50.00,639.00,4.00,10.00,64.00
17-500250,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),15000.00,1.00,28.00,360.00,4.00,5.00,198.00
17-500251,2,3863,CA,Title & Full Escrow,Refinance,79500.00,2.00,73.00,1220.00,19.00,20.00,48.00
17-500252,2,3863,CA,Title & Sub-Escrow,Refinance,189700.00,1.00,56.00,905.00,18.00,24.00,48.00
17-500253,2,3863,CA,Title & Full Escrow,Refinance,96000.00,3.00,83.00,1423.00,28.00,32.00,71.00
2301-200160,1,3863,CA,Title and Escrow,Reverse Mortgage,169940.00,0.00,91.00,1259.00,17.00,40.00,68.00
17-500254,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),40000.00,1.00,42.00,612.00,5.00,11.00,62.00
2301-200161,1,3863,CA,Title and Escrow,Reverse Mortgage,243000.00,1.00,82.00,1440.00,20.00,42.00,23.00
17-500256,2,3863,AZ,Title & Full Escrow,Refinance,234000.00,1.00,75.00,1048.00,22.00,20.00,70.00
17-500258,2,3863,CA,Title & Full Escrow,Refinance,270000.00,1.00,74.00,1026.00,19.00,22.00,64.00
17-500261,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,45.00,640.00,4.00,14.00,103.00
2301-200162,1,3863,AZ,Title and Escrow,Reverse Mortgage,48918.00,0.00,89.00,1448.00,17.00,34.00,34.00
17-500262,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),75000.00,1.00,48.00,579.00,4.00,9.00,33.00
17-500263,2,3863,CA,LCP & Sub-Escrow,Refinance,80000.00,2.00,41.00,515.00,6.00,6.00,45.00
17-500264,2,3863,CA,Title Only,Refinance,213831.00,0.00,36.00,306.00,2.00,5.00,45.00
2301-200165,1,3860,NJ,Title and Escrow,Reverse Mortgage,135000.00,1.00,57.00,601.00,11.00,13.00,45.00
17-500266,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),107500.00,2.00,43.00,592.00,9.00,22.00,44.00
2301-200166,1,3860,DC,Title and Escrow,Reverse Mortgage,550000.00,1.00,50.00,410.00,18.00,6.00,45.00
2301-200167,1,3860,SC,Title and Escrow,Reverse Mortgage,70620.00,0.00,101.00,1527.00,20.00,54.00,20.00
2301-200168,1,3860,MS,Title and Escrow,Reverse Mortgage,34398.00,1.00,114.00,2019.00,23.00,66.00,28.00
2301-200169,1,3860,MA,Title and Escrow,Reverse Mortgage,625500.00,1.00,95.00,1189.00,25.00,45.00,45.00
17-500270,2,3863,TX,Title & Full Escrow,Refinance,85000.00,1.00,64.00,492.00,6.00,7.00,45.00
2301-200170,1,3863,AZ,Title and Escrow,Reverse Mortgage,44631.00,1.00,74.00,1283.00,18.00,34.00,62.00
17-500271,2,3863,TX,Title & Full Escrow,Refinance,87000.00,1.00,62.00,426.00,6.00,5.00,45.00
17-500272,2,3863,NV,Title & Sub-Escrow,Refinance,207000.00,1.00,68.00,985.00,20.00,24.00,112.00
17-500273,2,3863,CA,Title & Full Escrow,Refinance,150000.00,4.00,52.00,539.00,22.00,14.00,45.00
17-500274,2,3860,UT,Title & Sub-Escrow,Refinance,198000.00,1.00,71.00,975.00,22.00,30.00,49.00
2301-200172,1,3863,CA,Title and Escrow,Reverse Mortgage,196014.00,2.00,89.00,1386.00,20.00,41.00,26.00
17-500275,2,3860,PA,Title & Sub-Escrow,Refinance,199500.00,1.00,77.00,1455.00,28.00,39.00,78.00
2301-200173,1,3860,NH,Title and Escrow,Reverse Mortgage,63258.00,0.00,41.00,379.00,2.00,11.00,45.00
2301-200174,1,3863,AZ,Title and Escrow,Reverse Mortgage,275000.00,2.00,55.00,585.00,19.00,9.00,45.00
2301-200175,1,3863,TX,Title and Escrow,Reverse Mortgage,625500.00,0.00,67.00,486.00,4.00,5.00,45.00
2301-200176,1,3863,CA,Title and Escrow,Reverse Mortgage,392250.00,1.00,68.00,926.00,18.00,31.00,45.00
17-500277,2,3860,IL,Title & Sub-Escrow,Refinance,45751.00,2.00,69.00,1211.00,28.00,33.00,84.00
2301-200177,1,3860,MO,Title and Escrow,Reverse Mortgage,80868.00,0.00,74.00,1412.00,20.00,42.00,90.00
2301-200178,1,3863,CA,Title and Escrow,Reverse Mortgage,6255000.00,1.00,58.00,539.00,18.00,11.00,45.00
17-500278,2,3860,UT,Title & Sub-Escrow,Refinance,144749.00,1.00,57.00,1074.00,23.00,26.00,55.00
17-500279,2,3860,NY,Property Report / O&E - Title Only,Uninsured (Info Products),150000.00,0.00,16.00,277.00,1.00,8.00,45.00
17-500280,2,3863,CA,LCP - Title Only,Refinance,23000.00,1.00,35.00,383.00,4.00,4.00,45.00
17-500281,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),60000.00,0.00,13.00,203.00,4.00,3.00,45.00
2301-200181,1,3860,NC,Title and Escrow,Reverse Mortgage,120000.00,1.00,57.00,678.00,22.00,21.00,45.00
2301-200183,1,29189,WV,Title and Escrow,Reverse Mortgage,85212.00,0.00,65.00,1263.00,4.00,44.00,62.00
17-500282,2,3863,CA,LCP - Title Only,Refinance,100.00,5.00,35.00,539.00,12.00,8.00,223.00
17-500283,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,48.00,659.00,4.00,8.00,57.00
17-500284,2,3863,CA,Property Report / O&E & Full Escrow,Uninsured (Info Products),250000.00,2.00,57.00,726.00,8.00,17.00,62.00
17-500285,2,3863,CA,LCP - Title Only,Refinance,100.00,2.00,33.00,398.00,8.00,6.00,223.00
17-500286,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,43.00,550.00,5.00,13.00,48.00
17-500288,2,3863,CA,Title Only,Refinance,150000.00,1.00,55.00,995.00,20.00,32.00,40.00
17-500289,2,3863,CA,Title Only,Refinance,224161.00,1.00,52.00,890.00,17.00,29.00,37.00
17-500290,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),250000.00,2.00,43.00,574.00,4.00,13.00,42.00
2301-200186,1,3860,UT,Title and Escrow,Reverse Mortgage,170000.00,1.00,61.00,858.00,22.00,19.00,45.00
17-500292,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),174000.00,1.00,42.00,577.00,4.00,12.00,40.00
17-500293,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,54.00,536.00,4.00,10.00,18.00
2301-200187,1,3863,FL,Title and Escrow,Reverse Mortgage,280000.00,1.00,52.00,560.00,33.00,11.00,45.00
2301-200188,1,29189,WV,Title and Escrow,Reverse Mortgage,38000.00,0.00,49.00,425.00,2.00,8.00,45.00
17-500294,2,3863,CA,LCP - Title Only,Refinance,100.00,2.00,33.00,380.00,8.00,5.00,223.00
2301-200189,1,3863,CA,Title and Escrow,Reverse Mortgage,196670.00,1.00,114.00,1954.00,16.00,73.00,26.00
2301-200190,1,3863,FL,Title and Escrow,Reverse Mortgage,37820.00,1.00,93.00,1646.00,29.00,50.00,50.00
17-500295,2,3863,CA,LCP - Title Only,Refinance,100.00,2.00,33.00,370.00,8.00,4.00,223.00
17-500296,2,3863,CA,LCP - Title Only,Refinance,100.00,4.00,33.00,389.00,11.00,4.00,223.00
2301-200192,1,3860,TN,Title and Escrow,Reverse Mortgage,80000.00,2.00,47.00,513.00,20.00,16.00,45.00
17-500297,2,3860,CO,Title Only,Refinance,100000.00,0.00,63.00,963.00,20.00,23.00,35.00
17-500298,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),25000.00,1.00,43.00,552.00,4.00,12.00,33.00
17-500299,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,27.00,311.00,4.00,5.00,198.00
2301-200195,1,3863,FL,Title Only,Reverse Mortgage,46241.75,1.00,82.00,1446.00,30.00,29.00,42.00
2301-200196,1,3863,FL,Title Only,Reverse Mortgage,29800.00,1.00,48.00,558.00,30.00,10.00,45.00
2301-200197,1,3863,FL,Title Only,Reverse Mortgage,250000.00,0.00,74.00,1331.00,30.00,32.00,54.00
17-500300,2,3860,MA,Title Only,Refinance,310523.82,1.00,63.00,1002.00,24.00,24.00,218.00
17-500301,2,3860,IA,Title Only,Refinance,96476.00,1.00,67.00,996.00,24.00,29.00,50.00
2301-200198,1,3860,PA,Title and Escrow,Reverse Mortgage,115800.00,0.00,85.00,1500.00,24.00,43.00,41.00
17-500304,2,3860,GA,Title Only,Refinance,42733.00,2.00,69.00,770.00,24.00,19.00,45.00
17-500305,2,3863,CA,Title Only,Refinance,117511.00,7.00,38.00,623.00,27.00,7.00,45.00
17-500308,2,3863,CA,Title & Full Escrow,Refinance,52450.00,2.00,74.00,1125.00,19.00,30.00,43.00
2301-200200,1,3860,UT,Title and Escrow,Reverse Mortgage,435000.00,1.00,129.00,1925.00,23.00,62.00,41.00
17-500309,2,3863,CA,Title Only,Refinance,233000.00,2.00,63.00,950.00,21.00,36.00,50.00
17-500311,2,3863,FL,Title Only,Refinance,74593.00,1.00,52.00,941.00,31.00,21.00,34.00
17-500312,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),88500.00,2.00,28.00,391.00,11.00,5.00,197.00
17-500313,2,3863,FL,Title Only,Refinance,72566.00,1.00,51.00,832.00,31.00,19.00,54.00
2301-200201,1,3863,AZ,Title and Escrow,Reverse Mortgage,56000.00,3.00,67.00,720.00,21.00,16.00,45.00
17-500315,2,3863,CA,Title & Full Escrow,Refinance,74500.00,2.00,55.00,431.00,20.00,5.00,45.00
2301-200202,1,3863,CA,Title and Escrow,Reverse Mortgage,224000.00,1.00,100.00,1755.00,18.00,60.00,34.00
2301-200203,1,3863,CA,Title and Escrow,Reverse Mortgage,284375.00,2.00,91.00,1589.00,18.00,40.00,32.00
2301-200204,1,3860,UT,Title and Escrow,Reverse Mortgage,151000.00,1.00,52.00,520.00,19.00,6.00,45.00
17-500316,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),75000.00,1.00,41.00,498.00,4.00,10.00,32.00
2301-200205,1,3860,RI,Title and Escrow,Reverse Mortgage,128310.00,0.00,106.00,1718.00,20.00,50.00,19.00
17-500317,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,47.00,551.00,4.00,11.00,34.00
17-500318,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),250000.00,0.00,16.00,224.00,4.00,5.00,45.00
17-500319,2,3863,CA,Stand Alone Modification,Refinance,106768.00,1.00,36.00,965.00,18.00,19.00,83.00
17-500320,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,49.00,762.00,4.00,10.00,20.00
17-500321,2,3860,CA,Title Only,Refinance,850000.00,1.00,31.00,377.00,18.00,7.00,45.00
17-500322,2,3863,CA,LCP - Title Only,Refinance,41000.00,2.00,47.00,642.00,5.00,11.00,48.00
17-500323,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),103000.00,2.00,27.00,393.00,8.00,8.00,197.00
17-500324,2,3863,CA,Title Only,Refinance,90120.00,1.00,50.00,884.00,20.00,23.00,21.00
17-500325,2,3860,PA,Examiner's Report,Uninsured (Info Products),360000.00,1.00,30.00,441.00,10.00,14.00,197.00
17-500327,2,3860,UT,Title & Sub-Escrow,Refinance,240000.00,1.00,48.00,674.00,23.00,5.00,45.00
17-500328,2,3860,MD,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,3.00,33.00,441.00,8.00,4.00,197.00
2301-200208,1,3860,NV,Title and Escrow,Reverse Mortgage,87984.00,0.00,87.00,1957.00,20.00,48.00,43.00
2301-200209,1,3863,AZ,Title and Escrow,Reverse Mortgage,49772.00,1.00,73.00,1461.00,20.00,51.00,76.00
2301-200210,1,29189,VT,Title and Escrow,Reverse Mortgage,165690.00,0.00,65.00,1578.00,1.00,56.00,61.00
2301-200211,1,3860,NJ,Title and Escrow,Reverse Mortgage,124785.00,1.00,93.00,1757.00,12.00,53.00,127.00
17-500329,2,3863,CA,Title & Sub-Escrow,Refinance,57396.00,1.00,48.00,717.00,18.00,14.00,45.00
17-500330,2,3860,VA,Title & Full Escrow,Refinance,543345.00,3.00,56.00,847.00,25.00,11.00,45.00
2301-200212,1,3863,CA,Title and Escrow,Reverse Mortgage,317128.50,1.00,118.00,2152.00,18.00,81.00,68.00
17-500331,2,3863,CA,LCP - Title Only,Refinance,45000.00,1.00,36.00,403.00,4.00,5.00,45.00
2301-200214,1,3863,AZ,Title and Escrow,Reverse Mortgage,140000.00,2.00,52.00,636.00,23.00,7.00,45.00
2301-200215,1,3863,FL,Title and Escrow,Reverse Mortgage,108720.00,1.00,93.00,1920.00,31.00,55.00,27.00
17-500332,2,3863,CA,LCP - Title Only,Refinance,50000.00,0.00,40.00,651.00,4.00,8.00,21.00
2301-200216,1,3860,PA,Title and Escrow,Reverse Mortgage,80884.00,0.00,83.00,1428.00,20.00,38.00,62.00
17-500337,2,3860,CO,Title & Full Escrow,Refinance,145000.00,1.00,81.00,1203.00,23.00,17.00,32.00
17-500342,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),10000.00,1.00,42.00,556.00,4.00,10.00,39.00
17-500343,2,3863,CA,LCP - Title Only,Refinance,24247.00,1.00,39.00,616.00,4.00,23.00,42.00
17-500344,2,3863,CA,Title & Sub-Escrow,Refinance,27750.00,0.00,63.00,1283.00,19.00,21.00,26.00
17-500345,2,3863,CA,Title Only,Refinance,468981.00,1.00,38.00,496.00,20.00,7.00,45.00
17-500346,2,3863,CA,Title Only,Refinance,234607.00,2.00,42.00,513.00,23.00,10.00,45.00
17-500347,2,3863,CA,LCP - Title Only,Refinance,28000.00,1.00,41.00,634.00,4.00,15.00,28.00
17-500348,2,3860,CA,Title Only,Refinance,100000.00,1.00,45.00,858.00,22.00,26.00,35.00
17-500349,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),63000.00,1.00,46.00,801.00,4.00,13.00,32.00
17-500350,2,3860,NC,Title & Sub-Escrow,Refinance,50813.00,1.00,75.00,1234.00,24.00,42.00,104.00
17-500351,2,3860,TN,Title Only,Refinance,145000.00,0.00,22.00,250.00,2.00,4.00,45.00
17-500352,2,3863,CA,LCP - Title Only,Refinance,60000.00,0.00,27.00,228.00,2.00,3.00,45.00
17-500353,2,3860,CO,Title Only,Refinance,200000.00,0.00,56.00,887.00,25.00,19.00,47.00
17-500354,2,3860,CO,Title Only,Refinance,20000.00,1.00,60.00,925.00,20.00,26.00,41.00
17-500355,2,3863,CA,LCP - Title Only,Refinance,35000.00,2.00,40.00,531.00,5.00,14.00,21.00
17-500356,2,3863,CA,Title & Full Escrow,Refinance,165000.00,1.00,78.00,1515.00,19.00,29.00,35.00
17-500357,2,3863,CA,LCP - Title Only,Refinance,60000.00,1.00,51.00,682.00,4.00,8.00,56.00
17-500358,2,3863,CA,Title Only,Refinance,476000.00,2.00,33.00,369.00,19.00,4.00,45.00
17-500359,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),15000.00,1.00,51.00,519.00,4.00,8.00,17.00
17-500360,2,3863,CA,LCP - Title Only,Refinance,10000.00,1.00,41.00,589.00,4.00,18.00,42.00
2301-200222,1,3863,FL,Title and Escrow,Reverse Mortgage,625500.00,0.00,93.00,1486.00,30.00,49.00,33.00
2301-200223,1,3860,CA,Title and Escrow,Reverse Mortgage,198000.00,1.00,141.00,2436.00,18.00,83.00,130.00
2301-200224,1,3860,CA,Title and Escrow,Reverse Mortgage,585000.00,1.00,48.00,517.00,17.00,7.00,45.00
17-500361,2,3863,CA,Title & Sub-Escrow,Refinance,172000.00,2.00,76.00,1193.00,18.00,45.00,54.00
17-500364,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),38650.00,1.00,48.00,588.00,5.00,8.00,42.00
17-500368,2,3863,CA,Title & Full Escrow,Refinance,225000.00,0.00,50.00,330.00,0.00,4.00,45.00
17-500369,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),167400.00,1.00,56.00,650.00,4.00,14.00,50.00
17-500371,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),40000.00,1.00,69.00,942.00,4.00,22.00,46.00
17-500373,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),20000.00,1.00,27.00,314.00,4.00,5.00,197.00
17-500374,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,42.00,525.00,5.00,11.00,22.00
17-500375,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),61450.00,1.00,46.00,586.00,4.00,8.00,34.00
17-500376,2,3860,UT,Title & Sub-Escrow,Refinance,417000.00,2.00,63.00,1185.00,27.00,37.00,49.00
2301-200225,1,3863,AZ,Title and Escrow,Reverse Mortgage,134475.00,2.00,74.00,1410.00,21.00,36.00,68.00
