sFileNumber,vCoverageType,vProduct,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-510850,3863,TSG - Trustee Sale Guarantee,705769.70,2.00,11.00,434.00,9.00,6.00,0.00,0.00
17-510851,3863,LCP & Sub-Escrow,20000.00,1.00,50.00,826.00,7.00,15.00,0.00,37.00
17-510852,3863,Title Only,350000.00,1.00,38.00,735.00,17.00,11.00,0.00,58.00
17-510853,3863,LCP - Title Only,60000.00,1.00,37.00,655.00,4.00,14.00,0.00,54.00
17-510855,3863,Title Only,172000.00,2.00,43.00,766.00,21.00,13.00,0.00,44.00
2301-205363,3860,Title and Escrow,305000.00,1.00,53.00,492.00,20.00,12.00,1.00,45.00
2301-205364,3863,Title and Escrow,160524.00,0.00,70.00,1106.00,27.00,33.00,0.00,47.00
2301-205365,3863,Title and Escrow,224000.00,2.00,71.00,1120.00,18.00,36.00,0.00,27.00
17-510859,3863,Title Only,75000.00,0.00,69.00,1050.00,18.00,25.00,0.00,28.00
17-510860,3863,LCP - Title Only,30000.00,1.00,34.00,575.00,4.00,8.00,0.00,63.00
17-510861,3863,LCP - Title Only,15000.00,1.00,33.00,535.00,4.00,10.00,0.00,23.00
17-510862,3863,LCP - Title Only,39200.00,1.00,34.00,624.00,4.00,9.00,0.00,48.00
17-510863,3863,LCP - Title Only,35000.00,1.00,34.00,545.00,5.00,10.00,0.00,28.00
17-510864,3863,Title & Full Escrow,172400.00,2.00,62.00,996.00,19.00,15.00,0.00,47.00
17-510865,3863,Title & Full Escrow,450500.00,2.00,58.00,877.00,20.00,13.00,0.00,35.00
2301-205368,3863,Title and Escrow,167535.00,1.00,88.00,1371.00,17.00,43.00,0.00,61.00
2301-205369,3863,Title and Escrow,231516.00,1.00,71.00,1093.00,19.00,35.00,0.00,23.00
17-510867,3862,Title Only,80000.00,1.00,37.00,659.00,17.00,11.00,0.00,22.00
17-510868,3863,Title Only,25000.00,2.00,49.00,821.00,19.00,17.00,0.00,40.00
17-510869,3863,LCP - Title Only,31000.00,1.00,34.00,568.00,4.00,9.00,0.00,30.00
17-510870,3863,Title Only,47000.00,0.00,39.00,633.00,20.00,15.00,0.00,27.00
17-510872,3863,Title Only,154146.00,1.00,40.00,589.00,20.00,13.00,0.00,70.00
2301-205371,3860,Title and Escrow,200000.00,0.00,49.00,477.00,18.00,8.00,1.00,45.00
2301-205372,3863,Title and Escrow,384682.50,0.00,65.00,1001.00,16.00,29.00,0.00,55.00
2301-205375,3863,Title and Escrow,80000.00,0.00,48.00,480.00,16.00,9.00,1.00,45.00
17-510877,3860,Title & Full Escrow,315679.00,0.00,40.00,273.00,2.00,5.00,1.00,45.00
2301-205380,3860,Title and Escrow,240170.00,1.00,93.00,1480.00,24.00,90.00,0.00,47.00
17-510881,3863,Title & Full Escrow,135000.00,1.00,57.00,753.00,16.00,12.00,0.00,43.00
2301-205381,3860,Title and Escrow,365000.00,1.00,76.00,1324.00,19.00,51.00,0.00,71.00
17-510883,3863,Title Only,200000.00,1.00,52.00,819.00,17.00,9.00,0.00,44.00
17-510885,3862,Title Only,322000.00,1.00,54.00,928.00,19.00,29.00,0.00,62.00
17-510887,3863,Title & Full Escrow,148250.00,1.00,56.00,752.00,16.00,10.00,0.00,35.00
17-510892,3862,Title & Sub-Escrow,240000.00,1.00,72.00,1099.00,17.00,35.00,0.00,69.00
17-510894,3863,Title & Full Escrow,376933.00,1.00,69.00,1320.00,16.00,22.00,0.00,70.00
17-510896,3863,Title Only,298381.00,0.00,27.00,258.00,1.00,7.00,1.00,45.00
2301-205383,3860,Title and Escrow,340000.00,2.00,50.00,430.00,20.00,8.00,1.00,45.00
17-510897,3860,Title & Full Escrow,84300.00,2.00,112.00,1439.00,24.00,40.00,0.00,48.00
17-510898,3860,Property Report / O&E - Title Only,250000.00,1.00,38.00,507.00,7.00,11.00,0.00,30.00
17-510901,3863,Property Report / O&E - Title Only,100000.00,1.00,33.00,534.00,6.00,9.00,0.00,20.00
2301-205385,3860,Title and Escrow,111300.00,1.00,97.00,1631.00,18.00,83.00,0.00,55.00
17-510902,3860,Property Report / O&E - Title Only,221250.00,2.00,38.00,547.00,5.00,11.00,0.00,49.00
17-510903,3863,Property Report / O&E - Title Only,118000.00,1.00,31.00,589.00,6.00,14.00,0.00,58.00
17-510904,3863,Title & Full Escrow,220400.00,3.00,114.00,1452.00,21.00,44.00,0.00,57.00
17-510906,3863,LCP - Title Only,45000.00,1.00,31.00,600.00,4.00,11.00,0.00,28.00
17-510908,3860,Property Report / O&E - Title Only,250000.00,1.00,38.00,496.00,4.00,9.00,0.00,47.00
2301-205387,3860,Title and Escrow,97730.00,1.00,71.00,1260.00,19.00,35.00,0.00,30.00
17-510909,3863,Title Only,88522.00,1.00,46.00,723.00,17.00,13.00,0.00,43.00
2301-205389,3860,Title and Escrow,96768.00,1.00,88.00,1272.00,21.00,38.00,0.00,47.00
17-510910,3863,Title Only,100000.00,2.00,49.00,772.00,19.00,18.00,0.00,35.00
2301-205390,3863,Title and Escrow,384057.00,2.00,81.00,1398.00,22.00,42.00,0.00,49.00
2301-205391,3860,Title and Escrow,230000.00,0.00,66.00,779.00,17.00,16.00,1.00,45.00
17-510911,3863,Title Only,24798.00,0.00,46.00,661.00,18.00,14.00,0.00,19.00
17-510913,3863,Title & Sub-Escrow,108700.00,2.00,59.00,936.00,20.00,17.00,0.00,49.00
2301-205392,3863,Title and Escrow,99434.00,1.00,82.00,1436.00,7.00,45.00,0.00,42.00
17-510916,3863,Title & Sub-Escrow,174000.00,1.00,45.00,707.00,16.00,13.00,0.00,47.00
17-510917,3863,LCP - Title Only,26000.00,1.00,32.00,519.00,4.00,10.00,0.00,40.00
17-510918,3862,Title & Sub-Escrow,579000.00,2.00,60.00,1004.00,20.00,27.00,0.00,51.00
2301-205395,3863,Title Only,70210.82,1.00,52.00,771.00,16.00,12.00,0.00,37.00
2301-205396,3863,Title and Escrow,550000.00,1.00,44.00,372.00,16.00,5.00,1.00,45.00
17-510919,3863,LCP & Sub-Escrow,75000.00,2.00,47.00,773.00,6.00,15.00,0.00,69.00
17-510921,3863,Title Only,130000.00,1.00,54.00,946.00,16.00,17.00,0.00,48.00
17-510922,3863,LCP - Title Only,19550.00,1.00,35.00,598.00,4.00,7.00,0.00,62.00
17-510925,3863,LCP & Sub-Escrow,100000.00,1.00,39.00,708.00,4.00,16.00,0.00,35.00
2301-205397,3863,Title and Escrow,336000.00,2.00,75.00,1546.00,19.00,46.00,0.00,61.00
2301-205398,3863,Title and Escrow,437224.50,1.00,82.00,1460.00,19.00,54.00,0.00,63.00
2301-205399,3860,Title and Escrow,65000.00,0.00,54.00,641.00,23.00,10.00,1.00,45.00
2301-205400,3860,Title and Escrow,68280.00,1.00,75.00,1327.00,19.00,66.00,0.00,69.00
17-510926,3862,Title Only,296000.00,2.00,59.00,1008.00,18.00,30.00,0.00,71.00
17-510927,3863,Title & Sub-Escrow,142300.00,1.00,52.00,802.00,17.00,14.00,0.00,67.00
17-510928,3860,Title & Sub-Escrow,138429.00,1.00,31.00,384.00,22.00,6.00,1.00,45.00
17-510932,3862,Title Only,240000.00,2.00,47.00,941.00,17.00,23.00,0.00,64.00
17-510933,3860,Title Only,39784.00,1.00,55.00,795.00,22.00,17.00,0.00,49.00
17-510934,3862,Title Only,555500.00,1.00,50.00,761.00,17.00,22.00,0.00,35.00
2301-205401,3860,Title and Escrow,92400.00,0.00,88.00,1371.00,9.00,36.00,0.00,27.00
2301-205403,3863,Title and Escrow,46000.00,1.00,56.00,566.00,8.00,10.00,1.00,45.00
17-510938,3863,LCP - Title Only,75000.00,0.00,20.00,200.00,0.00,2.00,1.00,45.00
17-510939,3863,LCP - Title Only,20000.00,1.00,34.00,640.00,4.00,7.00,0.00,36.00
17-510941,3860,TSG - Trustee Sale Guarantee,133387.75,12.00,23.00,654.00,27.00,11.00,0.00,0.00
2301-205404,29189,Title and Escrow,90110.70,0.00,85.00,1273.00,2.00,55.00,0.00,50.00
2301-205406,3863,Title and Escrow,288200.00,2.00,44.00,472.00,19.00,11.00,1.00,45.00
17-510945,3863,Title & Sub-Escrow,200000.00,2.00,46.00,771.00,18.00,14.00,0.00,46.00
17-510946,3863,LCP - Title Only,12000.00,2.00,32.00,584.00,5.00,15.00,0.00,35.00
2301-205408,3863,Title and Escrow,105419.00,0.00,82.00,1359.00,16.00,47.00,0.00,42.00
17-510947,3863,Title Only,50000.00,0.00,51.00,702.00,17.00,17.00,0.00,33.00
2301-205410,3860,Title and Escrow,126225.00,0.00,77.00,1256.00,19.00,35.00,0.00,40.00
17-510948,3863,Title & Full Escrow,141000.00,1.00,40.00,345.00,16.00,5.00,1.00,45.00
17-510949,3863,LCP - Title Only,21000.00,1.00,34.00,682.00,4.00,10.00,0.00,60.00
17-510950,3863,LCP - Title Only,12000.00,1.00,35.00,638.00,4.00,8.00,0.00,41.00
17-510951,3863,LCP - Title Only,23960.00,1.00,39.00,697.00,4.00,11.00,0.00,43.00
2301-205411,3860,Title and Escrow,675000.00,9.00,62.00,615.00,29.00,20.00,1.00,45.00
17-510952,3863,LCP - Title Only,57819.00,1.00,35.00,619.00,4.00,7.00,0.00,57.00
17-510953,3863,Title & Sub-Escrow,678000.00,3.00,64.00,1045.00,19.00,24.00,0.00,67.00
17-510956,3862,Title & Sub-Escrow,364000.00,1.00,58.00,969.00,18.00,25.00,0.00,41.00
2301-205416,3863,Title and Escrow,211385.00,1.00,73.00,1180.00,19.00,35.00,0.00,33.00
17-510957,3863,Title & Sub-Escrow,130500.00,1.00,72.00,1137.00,18.00,30.00,0.00,29.00
2301-205419,3860,Title and Escrow,80267.60,0.00,85.00,1330.00,18.00,50.00,0.00,34.00
2301-205422,3863,Title and Escrow,46683.00,0.00,105.00,1432.00,25.00,48.00,0.00,54.00
17-510958,3860,Title & Sub-Escrow,177350.00,1.00,69.00,1029.00,21.00,25.00,0.00,40.00
2301-205423,3863,Title and Escrow,157348.00,1.00,87.00,1557.00,8.00,44.00,0.00,50.00
2301-205424,3860,Title and Escrow,60000.00,1.00,60.00,532.00,21.00,17.00,1.00,45.00
2301-205425,3863,Title and Escrow,222894.00,1.00,72.00,1184.00,15.00,32.00,0.00,42.00
17-510959,3863,LCP - Title Only,50000.00,1.00,32.00,536.00,4.00,10.00,0.00,22.00
17-510960,3863,LCP & Sub-Escrow,20000.00,1.00,59.00,911.00,6.00,15.00,0.00,22.00
2301-205426,3863,Title and Escrow,179835.00,1.00,79.00,1303.00,30.00,39.00,0.00,29.00
17-510961,3863,Title Only,81000.00,1.00,42.00,741.00,19.00,16.00,0.00,47.00
2301-205427,3860,Title and Escrow,115720.00,2.00,73.00,1236.00,19.00,47.00,0.00,40.00
17-510963,3862,Title Only,395400.00,1.00,55.00,925.00,21.00,20.00,0.00,36.00
17-510964,3863,Title Only,321500.00,2.00,49.00,862.00,24.00,18.00,0.00,57.00
2301-205429,3860,Title and Escrow,250000.00,0.00,59.00,517.00,20.00,15.00,1.00,45.00
2301-205431,3860,Title and Escrow,101310.00,1.00,74.00,1146.00,20.00,36.00,0.00,62.00
2301-205432,3860,Title and Escrow,124000.00,1.00,61.00,592.00,20.00,16.00,1.00,45.00
2301-205433,3863,Title and Escrow,189405.00,0.00,83.00,1268.00,21.00,47.00,0.00,41.00
17-510966,3862,Title Only,750000.00,1.00,20.00,241.00,3.00,5.00,1.00,45.00
17-510969,3863,LCP - Title Only,30000.00,1.00,35.00,595.00,4.00,8.00,0.00,48.00
17-510970,3863,Title Only,180000.00,1.00,61.00,977.00,16.00,15.00,0.00,71.00
17-510972,3863,Title & Sub-Escrow,430500.00,1.00,59.00,893.00,18.00,17.00,0.00,22.00
17-510975,3863,Property Report / O&E - Title Only,45000.00,1.00,27.00,397.00,6.00,7.00,0.00,14.00
2301-205434,3863,Title and Escrow,87110.00,2.00,90.00,1723.00,10.00,51.00,0.00,61.00
2301-205435,3860,Title and Escrow,202320.00,1.00,84.00,1185.00,18.00,38.00,0.00,50.00
2301-205436,3860,Title and Escrow,65040.00,1.00,88.00,1270.00,21.00,47.00,0.00,71.00
2301-205440,3863,Title and Escrow,155000.00,1.00,51.00,433.00,28.00,7.00,1.00,45.00
17-510977,3863,Title & Sub-Escrow,122850.00,1.00,51.00,826.00,17.00,14.00,0.00,49.00
17-510978,3863,Title & Sub-Escrow,105510.00,1.00,51.00,800.00,17.00,14.00,0.00,27.00
17-510980,3862,Title & Sub-Escrow,329400.00,1.00,44.00,732.00,17.00,12.00,0.00,36.00
2301-205443,3863,Title and Escrow,256050.00,1.00,70.00,1379.00,20.00,56.00,0.00,42.00
17-510983,3860,Title & Sub-Escrow,82400.00,1.00,59.00,1011.00,20.00,22.00,0.00,29.00
17-510984,3863,Title & Full Escrow,300815.00,1.00,59.00,754.00,16.00,14.00,0.00,33.00
17-510985,3863,Title & Full Escrow,88000.00,1.00,58.00,906.00,16.00,24.00,0.00,29.00
2301-205444,3860,Title and Escrow,64000.00,1.00,70.00,1078.00,19.00,25.00,0.00,34.00
17-510990,3863,Title & Full Escrow,343250.00,1.00,66.00,844.00,27.00,19.00,0.00,75.00
17-510991,3863,LCP - Title Only,50000.00,1.00,33.00,545.00,4.00,10.00,0.00,22.00
17-510992,3863,Title & Full Escrow,178200.00,1.00,69.00,967.00,17.00,18.00,0.00,56.00
17-510993,3860,Title & Full Escrow,258000.00,2.00,75.00,1057.00,21.00,23.00,0.00,53.00
17-510995,3863,LCP - Title Only,20000.00,1.00,34.00,590.00,4.00,8.00,0.00,68.00
17-510996,3860,Title & Full Escrow,150700.00,1.00,66.00,928.00,20.00,19.00,0.00,49.00
17-510997,3863,LCP - Title Only,15000.00,1.00,35.00,593.00,4.00,8.00,0.00,41.00
17-510998,3863,LCP - Title Only,70000.00,1.00,34.00,616.00,4.00,8.00,0.00,57.00
17-511000,3862,Title & Sub-Escrow,309000.00,1.00,65.00,996.00,17.00,25.00,0.00,36.00
17-511004,3860,Title & Full Escrow,230000.00,0.00,123.00,2136.00,21.00,46.00,0.00,40.00
2301-205445,3863,Title and Escrow,83855.00,2.00,68.00,1098.00,17.00,31.00,0.00,27.00
17-511009,3863,Property Report / O&E - Title Only,8500.00,1.00,27.00,405.00,6.00,8.00,0.00,20.00
2301-205446,3863,Title Only,74852.68,0.00,63.00,927.00,18.00,18.00,0.00,36.00
2301-205447,3860,Title and Escrow,91048.00,1.00,71.00,1321.00,20.00,45.00,0.00,61.00
2301-205448,3860,Title and Escrow,152390.00,1.00,75.00,1314.00,23.00,42.00,0.00,77.00
17-511010,3863,LCP - Title Only,25000.00,1.00,38.00,763.00,5.00,15.00,0.00,22.00
2301-205449,3863,Title and Escrow,165780.00,1.00,79.00,1185.00,17.00,42.00,0.00,35.00
2301-205450,3863,Title and Escrow,450000.00,1.00,53.00,534.00,18.00,17.00,1.00,45.00
17-511012,3860,Title Only,126993.00,1.00,57.00,791.00,24.00,22.00,0.00,68.00
2301-205451,3863,Title and Escrow,325000.00,1.00,50.00,474.00,7.00,7.00,1.00,45.00
17-511014,3860,Title Only,242000.00,1.00,49.00,800.00,21.00,17.00,0.00,66.00
2301-205453,3860,Title and Escrow,309100.00,1.00,80.00,1250.00,20.00,32.00,0.00,68.00
17-511015,3863,Title & Full Escrow,252000.00,2.00,67.00,1084.00,19.00,20.00,0.00,28.00
2301-205454,3860,Title and Escrow,241285.00,2.00,72.00,1355.00,25.00,57.00,0.00,34.00
17-511016,3863,LCP - Title Only,20000.00,1.00,34.00,678.00,4.00,8.00,0.00,42.00
17-511018,3863,LCP - Title Only,30000.00,1.00,36.00,649.00,4.00,10.00,0.00,48.00
17-511019,3863,LCP - Title Only,50000.00,1.00,63.00,1186.00,5.00,24.00,0.00,41.00
2301-205457,3863,Title and Escrow,431595.00,1.00,62.00,1065.00,17.00,24.00,0.00,28.00
2301-205458,3860,Title and Escrow,60260.00,1.00,71.00,1105.00,21.00,29.00,0.00,70.00
17-511023,3863,Title Only,120000.00,1.00,42.00,756.00,17.00,9.00,0.00,45.00
17-511025,3863,Title & Sub-Escrow,833000.00,1.00,50.00,718.00,18.00,13.00,0.00,46.00
17-511026,3862,Title & Sub-Escrow,750000.00,1.00,55.00,847.00,23.00,23.00,0.00,48.00
17-511027,3862,Title & Sub-Escrow,285000.00,1.00,78.00,1270.00,21.00,39.00,0.00,69.00
17-511029,3860,TSG - Trustee Sale Guarantee,358090.81,1.00,12.00,362.00,10.00,4.00,0.00,0.00
2301-205459,3863,Title and Escrow,100000.00,0.00,42.00,275.00,1.00,2.00,1.00,45.00
17-511030,3860,TSG - Trustee Sale Guarantee,335118.86,5.00,18.00,510.00,24.00,10.00,0.00,0.00
2301-205460,3860,Title and Escrow,280899.00,1.00,84.00,1357.00,19.00,50.00,0.00,55.00
17-511031,3863,Property Report / O&E - Title Only,77500.00,1.00,32.00,549.00,6.00,9.00,0.00,38.00
2301-205462,3863,Title and Escrow,87615.00,0.00,72.00,1359.00,15.00,32.00,0.00,41.00
17-511032,3860,Property Report / O&E - Title Only,250000.00,1.00,37.00,534.00,3.00,10.00,0.00,45.00
2301-205464,3863,Title and Escrow,116000.00,0.00,52.00,550.00,16.00,16.00,1.00,45.00
17-511033,3863,LCP & Sub-Escrow,50000.00,1.00,46.00,752.00,4.00,19.00,0.00,28.00
2301-205468,3860,Title and Escrow,540000.00,2.00,56.00,739.00,21.00,20.00,1.00,45.00
2301-205469,3863,Title and Escrow,127065.00,1.00,86.00,1301.00,18.00,33.00,0.00,32.00
2301-205471,3860,Title and Escrow,128355.00,1.00,93.00,1939.00,22.00,65.00,0.00,21.00
17-511037,3860,Property Report / O&E - Title Only,20000.00,1.00,38.00,521.00,3.00,9.00,0.00,24.00
2301-205473,3860,Title and Escrow,100270.00,3.00,99.00,2013.00,21.00,115.00,0.00,68.00
17-511040,3863,Title & Sub-Escrow,225000.00,1.00,54.00,760.00,19.00,16.00,0.00,46.00
17-511042,3863,LCP - Title Only,75000.00,0.00,21.00,207.00,0.00,2.00,1.00,45.00
17-511043,3863,Title & Full Escrow,151000.00,1.00,56.00,779.00,16.00,14.00,0.00,33.00
17-511045,3863,LCP - Title Only,27000.00,1.00,35.00,531.00,4.00,12.00,0.00,34.00
2301-205476,3863,Title and Escrow,150000.00,1.00,47.00,399.00,27.00,5.00,1.00,45.00
2301-205477,3863,Title and Escrow,160752.00,1.00,63.00,1064.00,17.00,30.00,0.00,24.00
17-511048,3860,Title & Full Escrow,156190.00,1.00,64.00,832.00,20.00,15.00,0.00,34.00
17-511049,3860,Title & Full Escrow,184000.00,1.00,61.00,812.00,16.00,14.00,0.00,55.00
17-511050,3863,Title & Full Escrow,408400.00,1.00,56.00,811.00,17.00,13.00,0.00,28.00
2301-205478,3860,Title and Escrow,98968.00,2.00,82.00,1384.00,25.00,36.00,0.00,39.00
17-511051,3860,Title & Full Escrow,259591.00,1.00,68.00,1008.00,19.00,21.00,0.00,38.00
17-511052,3863,Title & Full Escrow,235212.00,2.00,86.00,1324.00,24.00,40.00,0.00,53.00
17-511053,3860,Title & Sub-Escrow,164268.00,1.00,76.00,1184.00,21.00,29.00,0.00,55.00
17-511054,3863,Title & Full Escrow,101750.00,1.00,60.00,809.00,16.00,13.00,0.00,54.00
17-511056,3862,Title & Full Escrow,301751.00,1.00,57.00,836.00,17.00,17.00,0.00,28.00
2301-205480,3860,Title and Escrow,165200.00,3.00,86.00,1639.00,25.00,57.00,0.00,28.00
2301-205481,3860,Title and Escrow,258750.00,2.00,87.00,1582.00,13.00,48.00,0.00,33.00
17-511057,3863,Title & Full Escrow,216000.00,1.00,65.00,949.00,18.00,13.00,0.00,42.00
17-511059,3863,LCP - Title Only,45000.00,2.00,36.00,552.00,5.00,12.00,0.00,38.00
17-511060,3863,Title & Sub-Escrow,243000.00,2.00,81.00,1100.00,19.00,18.00,0.00,38.00
17-511061,3863,Title & Full Escrow,103000.00,2.00,67.00,1059.00,18.00,17.00,0.00,28.00
2301-205482,3860,Title and Escrow,89305.00,1.00,92.00,2036.00,7.00,75.00,0.00,35.00
2301-205483,3860,Title and Escrow,45820.00,1.00,99.00,1556.00,23.00,60.00,0.00,39.00
2301-205484,3860,Title and Escrow,308000.00,2.00,55.00,600.00,24.00,10.00,1.00,45.00
2301-205485,3863,Title and Escrow,187125.00,1.00,74.00,1243.00,27.00,34.00,0.00,40.00
17-511062,3862,Title & Sub-Escrow,175806.00,1.00,55.00,905.00,18.00,17.00,0.00,42.00
2301-205488,3863,Title and Escrow,186560.00,1.00,80.00,1201.00,20.00,28.00,0.00,39.00
2301-205489,3863,Title and Escrow,210140.00,0.00,73.00,1083.00,18.00,29.00,0.00,26.00
17-511063,3863,Title & Sub-Escrow,440000.00,1.00,49.00,761.00,16.00,13.00,0.00,45.00
2301-205492,3860,Title and Escrow,112350.00,1.00,92.00,1352.00,21.00,55.00,0.00,32.00
17-511065,3863,Title & Sub-Escrow,728000.00,2.00,59.00,1093.00,23.00,33.00,0.00,40.00
17-511066,3863,Property Report / O&E - Title Only,77000.00,1.00,32.00,509.00,6.00,8.00,0.00,48.00
17-511067,3862,Title & Sub-Escrow,800950.00,1.00,56.00,821.00,17.00,18.00,0.00,38.00
17-511068,3862,Title & Full Escrow,285000.00,2.00,42.00,423.00,19.00,10.00,1.00,45.00
17-511069,3863,Title Only,103400.00,2.00,60.00,986.00,18.00,19.00,0.00,46.00
17-511070,3863,LCP - Title Only,50000.00,0.00,37.00,662.00,4.00,10.00,0.00,45.00
17-511071,3863,LCP - Title Only,25000.00,0.00,49.00,902.00,4.00,15.00,0.00,46.00
17-511072,3863,Title Only,77400.00,1.00,49.00,689.00,24.00,17.00,0.00,46.00
17-511074,3860,Property Report / O&E - Title Only,264500.00,2.00,41.00,602.00,5.00,15.00,0.00,56.00
17-511076,3862,Title & Sub-Escrow,385000.00,1.00,50.00,701.00,17.00,16.00,0.00,75.00
17-511078,3860,Property Report / O&E - Title Only,36250.00,1.00,37.00,539.00,3.00,9.00,0.00,39.00
17-511079,3863,Property Report / O&E - Title Only,69000.00,2.00,32.00,561.00,7.00,9.00,0.00,33.00
17-511080,3863,Property Report / O&E - Title Only,250000.00,1.00,32.00,550.00,6.00,8.00,0.00,25.00
2301-205493,3863,Title and Escrow,341523.00,1.00,43.00,356.00,16.00,5.00,1.00,45.00
2301-205494,3863,Title and Escrow,69250.00,0.00,46.00,394.00,27.00,4.00,1.00,45.00
17-511082,3863,Title Only,175750.00,1.00,45.00,745.00,17.00,11.00,0.00,28.00
17-511088,3863,Title & Full Escrow,135000.00,1.00,46.00,471.00,19.00,9.00,1.00,45.00
17-511090,3863,LCP - Title Only,100000.00,1.00,31.00,536.00,4.00,11.00,0.00,28.00
17-511092,3863,Title Only,150000.00,2.00,44.00,700.00,18.00,14.00,0.00,28.00
17-511095,3862,Title Only,213191.00,1.00,40.00,627.00,17.00,12.00,0.00,39.00
2301-205495,3863,Title and Escrow,186735.00,0.00,77.00,1250.00,28.00,45.00,0.00,18.00
17-511096,3860,Title Only,299570.00,1.00,47.00,883.00,21.00,17.00,0.00,45.00
17-511097,3862,Title Only,202500.00,1.00,50.00,815.00,17.00,21.00,0.00,51.00
2301-205496,3863,Title and Escrow,156000.00,2.00,67.00,902.00,32.00,34.00,1.00,45.00
2301-205497,3863,Title and Escrow,209805.00,1.00,69.00,1088.00,15.00,39.00,0.00,23.00
2301-205498,3860,Title and Escrow,260000.00,10.00,55.00,643.00,28.00,15.00,1.00,45.00
2301-205500,3863,Title and Escrow,100815.00,1.00,66.00,1190.00,17.00,36.00,0.00,57.00
17-511099,3860,Title & Full Escrow,50000.00,0.00,97.00,1379.00,19.00,33.00,0.00,42.00
17-511100,3860,Property Report / O&E - Title Only,25900.00,1.00,37.00,553.00,3.00,10.00,0.00,24.00
17-511101,3860,Property Report / O&E - Title Only,91350.00,2.00,37.00,547.00,6.00,12.00,0.00,63.00
2301-205501,3860,Title and Escrow,51456.00,0.00,86.00,1199.00,20.00,39.00,0.00,37.00
17-511102,3863,Property Report / O&E - Title Only,60000.00,1.00,33.00,514.00,6.00,10.00,0.00,43.00
17-511103,3860,Property Report / O&E - Title Only,50000.00,1.00,38.00,524.00,3.00,9.00,0.00,42.00
2301-205502,3860,Title and Escrow,79820.00,0.00,71.00,1050.00,21.00,31.00,0.00,65.00
17-511104,3863,LCP - Title Only,25000.00,2.00,44.00,632.00,5.00,8.00,0.00,42.00
17-511105,3863,Title Only,25000.00,0.00,67.00,1100.00,18.00,14.00,0.00,42.00
17-511106,3862,Title Only,150000.00,2.00,40.00,813.00,21.00,19.00,0.00,39.00
17-511108,3863,LCP - Title Only,10000.00,1.00,40.00,668.00,4.00,12.00,0.00,42.00
17-511109,3863,LCP - Title Only,45000.00,1.00,37.00,627.00,4.00,9.00,0.00,53.00
17-511112,3860,Title Only,52045.00,1.00,59.00,1149.00,25.00,29.00,0.00,57.00
17-511114,3862,Title & Sub-Escrow,401500.00,1.00,68.00,982.00,18.00,23.00,0.00,56.00
2301-205504,3860,Title and Escrow,61180.00,2.00,90.00,1567.00,23.00,63.00,0.00,29.00
2301-205505,3860,Title and Escrow,156026.00,1.00,82.00,1218.00,20.00,50.00,0.00,18.00
17-511115,3860,Title & Sub-Escrow,91937.00,1.00,57.00,876.00,22.00,17.00,0.00,42.00
17-511116,3862,Title & Sub-Escrow,648000.00,1.00,49.00,797.00,17.00,16.00,0.00,53.00
2301-205506,3860,Title and Escrow,75108.00,1.00,80.00,1190.00,20.00,44.00,0.00,57.00
17-511117,3863,Title Only,269500.00,1.00,34.00,609.00,18.00,13.00,0.00,64.00
17-511120,3863,Title & Sub-Escrow,100000.00,1.00,27.00,357.00,17.00,6.00,1.00,45.00
2301-205507,3860,Title and Escrow,170000.00,1.00,53.00,639.00,5.00,19.00,1.00,45.00
2301-205508,3860,Title and Escrow,250200.00,0.00,74.00,1228.00,22.00,42.00,0.00,72.00
17-511124,3860,TSG - Trustee Sale Guarantee,144455.15,5.00,18.00,500.00,19.00,9.00,0.00,0.00
