sFileNumber,vCoverageType,vProduct,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-510041,3863,LCP - Title Only,1.00,33.00,607.00,4.00,9.00,0.00,41.00
17-510042,3863,LCP - Title Only,1.00,39.00,635.00,4.00,9.00,0.00,60.00
2301-204851,3863,Title and Escrow,2.00,56.00,1004.00,24.00,36.00,1.00,45.00
17-510044,3863,Title & Sub-Escrow,1.00,51.00,821.00,17.00,15.00,0.00,21.00
17-510045,3863,Title Only,2.00,56.00,844.00,18.00,20.00,0.00,76.00
17-510048,3863,TSG - Trustee Sale Guarantee,1.00,11.00,385.00,8.00,3.00,0.00,0.00
17-510049,3863,Title Only,1.00,40.00,621.00,21.00,14.00,0.00,75.00
2301-204853,3860,Title and Escrow,1.00,67.00,1097.00,20.00,29.00,0.00,20.00
2301-204855,3863,Title and Escrow,2.00,74.00,1568.00,18.00,44.00,0.00,43.00
17-510052,3863,LCP - Title Only,2.00,35.00,617.00,8.00,11.00,0.00,60.00
17-510053,3863,Property Report / O&E - Title Only,2.00,27.00,451.00,7.00,9.00,0.00,21.00
17-510054,3860,Title Only,0.00,61.00,852.00,20.00,20.00,0.00,33.00
17-510057,3863,Title & Full Escrow,2.00,58.00,871.00,18.00,14.00,0.00,53.00
2301-204860,3863,Title and Escrow,1.00,79.00,1368.00,17.00,42.00,0.00,29.00
17-510059,3863,Property Report / O&E - Title Only,1.00,33.00,473.00,7.00,13.00,0.00,26.00
17-510060,3863,Title Only,1.00,39.00,647.00,17.00,11.00,0.00,56.00
2301-204862,3863,Title and Escrow,2.00,107.00,1948.00,20.00,58.00,0.00,42.00
2301-204864,3863,Title and Escrow,0.00,93.00,1750.00,18.00,39.00,0.00,69.00
2301-204866,3860,Title and Escrow,1.00,53.00,610.00,27.00,16.00,1.00,45.00
17-510063,3863,Title & Full Escrow,1.00,59.00,812.00,17.00,14.00,0.00,42.00
17-510066,3862,Title & Full Escrow,3.00,70.00,1189.00,21.00,27.00,0.00,50.00
17-510067,3863,Title & Sub-Escrow,1.00,62.00,1017.00,19.00,25.00,0.00,55.00
2301-204871,3863,Title and Escrow,0.00,67.00,693.00,28.00,22.00,1.00,45.00
17-510069,3863,LCP - Title Only,1.00,35.00,561.00,4.00,7.00,0.00,27.00
2301-204873,3860,Title and Escrow,2.00,88.00,1275.00,24.00,55.00,0.00,36.00
17-510070,3863,Title & Full Escrow,3.00,68.00,1151.00,20.00,34.00,0.00,69.00
17-510072,3860,Title & Sub-Escrow,2.00,114.00,1159.00,23.00,41.00,0.00,61.00
17-510075,3863,LCP - Title Only,1.00,34.00,592.00,5.00,9.00,0.00,50.00
17-510076,3863,Title & Full Escrow,1.00,58.00,815.00,16.00,13.00,0.00,47.00
2301-204874,3863,Title and Escrow,1.00,70.00,1245.00,16.00,35.00,0.00,39.00
17-510077,3863,Title Only,1.00,47.00,713.00,17.00,13.00,0.00,70.00
17-510078,3860,Property Report / O&E - Title Only,1.00,41.00,575.00,5.00,14.00,0.00,53.00
17-510079,3862,Title Only,1.00,43.00,714.00,20.00,16.00,0.00,75.00
2301-204876,3860,Title and Escrow,1.00,74.00,1174.00,22.00,50.00,1.00,45.00
17-510080,3860,Property Report / O&E - Title Only,1.00,42.00,582.00,5.00,14.00,0.00,33.00
2301-204878,3860,Title and Escrow,1.00,76.00,1097.00,19.00,39.00,0.00,36.00
2301-204879,3863,Title and Escrow,1.00,57.00,647.00,8.00,19.00,1.00,45.00
17-510082,3863,LCP - Title Only,1.00,35.00,603.00,4.00,9.00,0.00,62.00
17-510083,3863,Title & Full Escrow,1.00,56.00,772.00,16.00,13.00,0.00,41.00
17-510085,3860,Title & Full Escrow,2.00,77.00,941.00,21.00,21.00,0.00,47.00
17-510086,3863,Title & Full Escrow,1.00,57.00,716.00,16.00,13.00,0.00,34.00
17-510087,3863,Title & Full Escrow,2.00,65.00,898.00,29.00,16.00,0.00,35.00
17-510088,3863,Title & Full Escrow,1.00,70.00,1039.00,17.00,15.00,0.00,53.00
2301-204881,3863,Title and Escrow,1.00,48.00,501.00,18.00,11.00,1.00,45.00
17-510089,3860,Title & Full Escrow,1.00,70.00,865.00,21.00,14.00,0.00,48.00
2301-204882,3860,Title and Escrow,1.00,76.00,1280.00,23.00,38.00,0.00,60.00
17-510090,3860,Title & Full Escrow,1.00,82.00,985.00,20.00,23.00,0.00,43.00
17-510092,3863,Title & Full Escrow,2.00,97.00,1345.00,33.00,32.00,0.00,69.00
17-510093,3860,Title & Full Escrow,2.00,63.00,889.00,18.00,22.00,0.00,82.00
17-510094,3863,Title Only,1.00,55.00,757.00,16.00,12.00,0.00,64.00
17-510096,3863,Title & Full Escrow,2.00,72.00,876.00,28.00,16.00,0.00,53.00
17-510097,3860,Title & Full Escrow,2.00,84.00,1333.00,16.00,25.00,0.00,54.00
17-510098,3863,Title & Full Escrow,1.00,64.00,775.00,27.00,13.00,0.00,39.00
17-510100,3863,City of Sacramento Prelim,0.00,17.00,151.00,0.00,4.00,1.00,45.00
2301-204883,3863,Title and Escrow,2.00,77.00,1400.00,18.00,54.00,0.00,42.00
2301-204884,3860,Title and Escrow,0.00,88.00,1407.00,21.00,54.00,0.00,41.00
2301-204885,3860,Title and Escrow,0.00,48.00,410.00,1.00,12.00,1.00,45.00
2301-204886,3863,Title and Escrow,1.00,72.00,1180.00,27.00,36.00,0.00,41.00
2301-204888,3860,Title and Escrow,0.00,88.00,1420.00,24.00,56.00,0.00,75.00
2301-204889,29189,Title and Escrow,0.00,47.00,430.00,2.00,13.00,1.00,45.00
2301-204890,3860,Title and Escrow,0.00,46.00,361.00,1.00,10.00,1.00,45.00
2301-204891,3860,Title and Escrow,1.00,63.00,613.00,24.00,19.00,1.00,45.00
17-510102,3862,Title & Sub-Escrow,1.00,66.00,967.00,19.00,28.00,0.00,55.00
17-510103,3862,Title & Full Escrow,1.00,75.00,1046.00,20.00,23.00,0.00,33.00
2301-204893,3860,Title and Escrow,2.00,55.00,599.00,21.00,20.00,1.00,45.00
17-510105,3863,Title & Sub-Escrow,1.00,49.00,793.00,17.00,17.00,0.00,33.00
2301-204896,3863,Title and Escrow,1.00,73.00,1287.00,18.00,36.00,0.00,43.00
17-510115,3863,LCP - Title Only,1.00,34.00,562.00,4.00,9.00,0.00,35.00
2301-204899,3863,Title and Escrow,1.00,47.00,541.00,18.00,18.00,1.00,45.00
2301-204900,3863,Title and Escrow,0.00,72.00,1256.00,15.00,44.00,0.00,29.00
17-510116,3863,Title Only,1.00,42.00,711.00,17.00,14.00,0.00,55.00
2301-204901,3863,Title and Escrow,1.00,79.00,1732.00,27.00,73.00,0.00,55.00
17-510117,3863,Title & Full Escrow,1.00,86.00,1199.00,17.00,24.00,0.00,27.00
2301-204903,3863,Title and Escrow,1.00,49.00,463.00,16.00,10.00,1.00,45.00
2301-204904,3863,Title and Escrow,1.00,71.00,1340.00,17.00,37.00,0.00,43.00
17-510124,3863,Title & Sub-Escrow,1.00,51.00,794.00,19.00,13.00,0.00,80.00
17-510125,3860,Title & Sub-Escrow,1.00,69.00,1192.00,23.00,35.00,0.00,77.00
17-510126,3860,TSG - Trustee Sale Guarantee,3.00,18.00,488.00,18.00,7.00,0.00,0.00
17-510127,3863,LCP - Title Only,1.00,34.00,625.00,4.00,10.00,0.00,40.00
2301-204906,3860,Title and Escrow,1.00,67.00,934.00,20.00,34.00,1.00,45.00
2301-204907,3860,Title and Escrow,1.00,86.00,1344.00,21.00,42.00,0.00,67.00
2301-204908,3860,Title and Escrow,3.00,61.00,761.00,24.00,37.00,1.00,45.00
2301-204909,3863,Title and Escrow,1.00,72.00,1069.00,28.00,28.00,0.00,31.00
17-510132,3863,Property Report / O&E - Title Only,1.00,30.00,417.00,6.00,8.00,0.00,60.00
17-510135,3863,LCP - Title Only,1.00,34.00,587.00,4.00,11.00,0.00,24.00
2301-204912,3860,Title and Escrow,2.00,54.00,557.00,20.00,20.00,1.00,45.00
2301-204917,3863,Title and Escrow,0.00,54.00,730.00,15.00,11.00,1.00,45.00
2301-204918,3863,Title and Escrow,0.00,58.00,877.00,19.00,18.00,1.00,45.00
17-510141,3863,Title & Sub-Escrow,0.00,25.00,345.00,2.00,2.00,1.00,45.00
17-510144,3863,Title & Sub-Escrow,1.00,58.00,888.00,17.00,17.00,0.00,34.00
2301-204921,3863,Title and Escrow,1.00,81.00,1695.00,14.00,50.00,0.00,67.00
2301-204922,3860,Title and Escrow,1.00,92.00,1731.00,5.00,49.00,0.00,47.00
2301-204923,3860,Title and Escrow,1.00,81.00,1658.00,18.00,43.00,0.00,42.00
2301-204924,3863,Title and Escrow,0.00,83.00,1687.00,18.00,49.00,0.00,77.00
2301-204925,3863,Title and Escrow,0.00,82.00,1611.00,19.00,44.00,0.00,53.00
2301-204926,3863,Title and Escrow,0.00,79.00,1548.00,18.00,39.00,0.00,42.00
2301-204928,3860,Title and Escrow,0.00,96.00,1925.00,17.00,87.00,0.00,89.00
2301-204930,3860,Title and Escrow,0.00,53.00,547.00,24.00,8.00,1.00,45.00
2301-204931,3863,Title Only,0.00,88.00,1152.00,24.00,26.00,0.00,61.00
2301-204932,3860,Title Only,1.00,33.00,388.00,21.00,8.00,1.00,45.00
17-510147,3860,Reverse Mortgage - Title & Sub-Escrow,0.00,72.00,1040.00,19.00,22.00,0.00,42.00
17-510150,3862,Title & Full Escrow,3.00,58.00,1097.00,20.00,20.00,0.00,47.00
17-510151,3863,Title & Full Escrow,2.00,56.00,836.00,18.00,15.00,0.00,42.00
17-510155,3863,Title & Full Escrow,1.00,65.00,969.00,28.00,17.00,0.00,53.00
17-510156,3863,Title & Full Escrow,1.00,56.00,804.00,17.00,14.00,0.00,40.00
17-510157,3863,LCP - Title Only,0.00,20.00,200.00,0.00,2.00,1.00,45.00
17-510159,3863,Title Only,1.00,42.00,672.00,17.00,10.00,0.00,54.00
17-510160,3863,Title & Full Escrow,1.00,71.00,989.00,17.00,18.00,0.00,52.00
17-510161,3863,Title & Full Escrow,1.00,56.00,760.00,16.00,14.00,0.00,40.00
2301-204934,3860,Title and Escrow,0.00,77.00,1146.00,21.00,40.00,0.00,40.00
2301-204936,3860,Title and Escrow,0.00,78.00,1251.00,21.00,43.00,0.00,52.00
2301-204937,3860,Title and Escrow,3.00,78.00,1435.00,21.00,57.00,0.00,38.00
17-510162,3863,Title Only,1.00,40.00,704.00,24.00,14.00,0.00,74.00
17-510163,3862,Title & Sub-Escrow,2.00,67.00,997.00,23.00,28.00,0.00,46.00
17-510164,3863,LCP - Title Only,2.00,31.00,562.00,6.00,10.00,0.00,31.00
17-510165,3863,Title & Full Escrow,1.00,60.00,849.00,18.00,12.00,0.00,13.00
17-510166,3863,Title & Full Escrow,1.00,85.00,1446.00,5.00,25.00,0.00,60.00
2301-204939,3863,Title and Escrow,1.00,79.00,1743.00,4.00,56.00,0.00,34.00
2301-204940,3860,Title and Escrow,0.00,81.00,1148.00,19.00,34.00,0.00,70.00
17-510168,3860,Title & Full Escrow,1.00,94.00,1247.00,12.00,37.00,0.00,42.00
2301-204941,3863,Title and Escrow,1.00,75.00,1392.00,19.00,44.00,0.00,48.00
2301-204942,3863,Title and Escrow,1.00,73.00,1321.00,16.00,35.00,0.00,35.00
17-510170,3863,LCP - Title Only,1.00,30.00,445.00,4.00,7.00,1.00,45.00
2301-204943,3860,Title and Escrow,3.00,89.00,1686.00,23.00,57.00,0.00,18.00
2301-204944,3863,Title and Escrow,2.00,63.00,1144.00,20.00,44.00,0.00,33.00
2301-204945,3860,Title and Escrow,1.00,67.00,1015.00,22.00,29.00,0.00,38.00
2301-204946,3863,Title and Escrow,2.00,89.00,1567.00,32.00,46.00,0.00,38.00
2301-204947,3863,Title and Escrow,1.00,73.00,1178.00,18.00,51.00,0.00,48.00
17-510174,3863,Title Only,1.00,40.00,545.00,19.00,13.00,0.00,41.00
2301-204948,3863,Title and Escrow,0.00,83.00,1405.00,5.00,37.00,0.00,32.00
17-510175,3863,Title & Full Escrow,1.00,60.00,1022.00,17.00,17.00,0.00,81.00
2301-204952,3860,Title and Escrow,0.00,44.00,366.00,1.00,8.00,1.00,45.00
17-510178,3862,Title & Sub-Escrow,1.00,49.00,796.00,18.00,15.00,0.00,28.00
17-510179,3862,Title & Sub-Escrow,1.00,51.00,831.00,17.00,19.00,0.00,46.00
2301-204954,3860,Title and Escrow,0.00,51.00,437.00,22.00,8.00,1.00,45.00
17-510180,3860,TSG - Trustee Sale Guarantee,1.00,12.00,365.00,9.00,6.00,0.00,0.00
17-510181,3860,TSG - Trustee Sale Guarantee,4.00,17.00,441.00,14.00,8.00,0.00,0.00
2301-204955,3863,Title and Escrow,0.00,84.00,1286.00,26.00,39.00,0.00,79.00
2301-204956,3860,Title and Escrow,0.00,46.00,365.00,1.00,8.00,1.00,45.00
17-510184,3860,Title & Full Escrow,2.00,68.00,1099.00,22.00,20.00,0.00,35.00
17-510185,3863,Title & Full Escrow,1.00,41.00,401.00,18.00,5.00,1.00,45.00
2301-204957,3860,Title and Escrow,0.00,41.00,271.00,1.00,4.00,1.00,45.00
2301-204958,3860,Title and Escrow,1.00,59.00,649.00,20.00,18.00,1.00,45.00
17-510186,3863,LCP - Title Only,2.00,33.00,549.00,7.00,13.00,0.00,17.00
17-510187,3863,LCP - Title Only,1.00,34.00,595.00,4.00,7.00,0.00,57.00
17-510188,3863,Title Only,0.00,57.00,961.00,16.00,13.00,0.00,46.00
17-510189,3863,Title & Full Escrow,1.00,58.00,930.00,16.00,16.00,0.00,37.00
17-510190,3860,Title Only,1.00,47.00,626.00,24.00,17.00,0.00,63.00
17-510191,3863,Title Only,0.00,42.00,707.00,18.00,20.00,0.00,46.00
17-510192,3860,Property Report / O&E - Title Only,1.00,42.00,615.00,4.00,11.00,0.00,52.00
17-510193,3863,Title & Sub-Escrow,1.00,54.00,926.00,17.00,20.00,0.00,44.00
17-510194,3860,Property Report / O&E - Title Only,1.00,37.00,484.00,5.00,9.00,0.00,36.00
2301-204960,3863,Title and Escrow,2.00,85.00,1334.00,19.00,52.00,0.00,35.00
17-510195,3862,Title & Full Escrow,1.00,88.00,1453.00,17.00,25.00,0.00,39.00
17-510196,3863,Property Report / O&E & Full Escrow,2.00,61.00,723.00,8.00,17.00,0.00,32.00
2301-204962,3863,Title and Escrow,1.00,68.00,1118.00,16.00,45.00,0.00,43.00
17-510197,3862,Title & Full Escrow,1.00,68.00,1032.00,19.00,14.00,0.00,44.00
17-510199,3862,Title & Full Escrow,2.00,71.00,1084.00,21.00,28.00,0.00,56.00
17-510200,3863,Title Only,1.00,62.00,1157.00,17.00,23.00,0.00,39.00
17-510201,3862,LCP - Title Only,1.00,34.00,621.00,4.00,9.00,0.00,46.00
17-510202,3863,Title & Full Escrow,1.00,58.00,829.00,16.00,12.00,0.00,35.00
17-510204,3862,Title & Full Escrow,1.00,72.00,1086.00,17.00,16.00,0.00,36.00
17-510205,3860,Property Report / O&E & Full Escrow,1.00,73.00,1142.00,10.00,45.00,0.00,56.00
17-510206,3863,Property Report / O&E - Title Only,2.00,27.00,398.00,5.00,10.00,0.00,21.00
2301-204965,3860,Title and Escrow,1.00,102.00,1595.00,21.00,62.00,0.00,29.00
17-510208,3860,Property Report / O&E & Full Escrow,1.00,82.00,953.00,6.00,25.00,0.00,35.00
17-510209,3863,Property Report / O&E - Title Only,1.00,33.00,519.00,6.00,9.00,0.00,43.00
2301-204969,3860,Title and Escrow,1.00,60.00,678.00,4.00,21.00,1.00,45.00
17-510210,3860,Property Report / O&E - Title Only,2.00,38.00,542.00,7.00,13.00,0.00,50.00
2301-204970,3863,Title and Escrow,0.00,76.00,1316.00,17.00,31.00,0.00,43.00
2301-204971,3863,Title and Escrow,0.00,54.00,706.00,19.00,12.00,1.00,45.00
17-510212,3863,LCP - Title Only,1.00,34.00,670.00,4.00,10.00,0.00,53.00
17-510213,3863,Title & Full Escrow,2.00,63.00,980.00,21.00,17.00,0.00,46.00
2301-204974,3863,Title and Escrow,2.00,78.00,1730.00,18.00,58.00,0.00,44.00
17-510214,3863,LCP - Title Only,1.00,33.00,553.00,4.00,9.00,0.00,10.00
2301-204975,3863,Title and Escrow,0.00,79.00,1481.00,15.00,38.00,0.00,21.00
17-510215,3863,LCP - Title Only,1.00,39.00,595.00,4.00,14.00,0.00,16.00
17-510216,3863,Property Report / O&E - Title Only,2.00,38.00,588.00,6.00,14.00,0.00,28.00
17-510218,3860,Reverse Mortgage - Title & Full Escrow,2.00,111.00,2172.00,22.00,42.00,0.00,39.00
17-510219,3860,Property Report / O&E - Title Only,1.00,38.00,510.00,5.00,11.00,0.00,35.00
17-510221,3863,Title Only,1.00,29.00,529.00,17.00,8.00,0.00,21.00
2301-204983,3860,Title and Escrow,1.00,55.00,693.00,19.00,22.00,1.00,45.00
17-510223,3863,Title Only,1.00,60.00,1032.00,17.00,21.00,0.00,46.00
17-510224,3863,LCP - Title Only,1.00,23.00,335.00,4.00,2.00,1.00,45.00
17-510225,3863,Title Only,1.00,58.00,945.00,19.00,13.00,0.00,51.00
17-510226,3863,LCP - Title Only,0.00,35.00,600.00,4.00,7.00,0.00,53.00
17-510227,3863,Title Only,0.00,29.00,595.00,19.00,10.00,0.00,11.00
17-510228,3863,Title Only,1.00,40.00,682.00,17.00,12.00,0.00,53.00
2301-204988,3863,Title and Escrow,1.00,58.00,576.00,7.00,12.00,1.00,45.00
17-510229,3860,Property Report / O&E - Title Only,1.00,39.00,512.00,4.00,10.00,0.00,25.00
17-510230,3860,Property Report / O&E - Title Only,1.00,39.00,581.00,4.00,11.00,0.00,32.00
17-510231,3860,Property Report / O&E - Title Only,1.00,38.00,551.00,6.00,11.00,0.00,58.00
2301-204990,3863,Title and Escrow,1.00,58.00,969.00,17.00,20.00,0.00,56.00
17-510233,3863,LCP - Title Only,1.00,34.00,514.00,4.00,10.00,0.00,24.00
2301-204991,3860,Title and Escrow,1.00,59.00,637.00,19.00,20.00,1.00,45.00
2301-204992,3860,Title and Escrow,1.00,89.00,1335.00,19.00,48.00,0.00,31.00
17-510235,3863,LCP - Title Only,1.00,34.00,643.00,4.00,9.00,0.00,53.00
17-510236,3863,LCP - Title Only,0.00,33.00,637.00,4.00,13.00,0.00,37.00
2301-204994,3860,Title and Escrow,0.00,49.00,430.00,1.00,7.00,1.00,45.00
17-510238,3863,LCP - Title Only,1.00,34.00,637.00,4.00,8.00,0.00,37.00
17-510239,3863,LCP - Title Only,1.00,39.00,631.00,4.00,7.00,0.00,74.00
17-510241,3862,LCP & Sub-Escrow,1.00,29.00,414.00,4.00,7.00,1.00,45.00
2301-204995,3863,Title and Escrow,1.00,77.00,1090.00,27.00,35.00,0.00,22.00
17-510244,3860,Title & Full Escrow,1.00,46.00,436.00,22.00,7.00,1.00,45.00
17-510245,3863,LCP - Title Only,1.00,36.00,586.00,4.00,11.00,0.00,18.00
17-510246,3863,Title & Sub-Escrow,2.00,50.00,919.00,19.00,18.00,0.00,39.00
17-510248,3863,Title & Full Escrow,1.00,62.00,795.00,16.00,13.00,0.00,25.00
2301-204999,3863,Title and Escrow,0.00,87.00,1251.00,25.00,32.00,0.00,25.00
17-510249,3863,LCP - Title Only,1.00,32.00,578.00,4.00,11.00,0.00,17.00
2301-205000,3863,Title and Escrow,1.00,86.00,1415.00,28.00,32.00,0.00,14.00
17-510251,3863,LCP - Title Only,1.00,24.00,365.00,4.00,5.00,1.00,45.00
17-510252,3863,Title & Sub-Escrow,1.00,54.00,805.00,18.00,22.00,0.00,80.00
17-510254,3860,Property Report / O&E - Title Only,1.00,38.00,578.00,5.00,10.00,0.00,37.00
2301-205002,3863,Title and Escrow,0.00,75.00,1165.00,29.00,37.00,0.00,35.00
17-510255,3862,Title & Full Escrow,1.00,61.00,1028.00,17.00,22.00,0.00,51.00
2301-205004,3863,Title and Escrow,2.00,84.00,1422.00,18.00,56.00,0.00,36.00
17-510256,3863,Title & Full Escrow,1.00,49.00,455.00,17.00,9.00,1.00,45.00
2301-205005,3860,Title and Escrow,1.00,78.00,1394.00,22.00,40.00,0.00,28.00
2301-205006,3863,Title and Escrow,0.00,82.00,1267.00,16.00,55.00,0.00,36.00
2301-205007,3863,Title and Escrow,2.00,84.00,1536.00,19.00,57.00,0.00,63.00
2301-205008,3863,Title and Escrow,1.00,90.00,1350.00,17.00,47.00,0.00,57.00
2301-205009,3860,Title and Escrow,1.00,79.00,1333.00,21.00,44.00,0.00,58.00
17-510258,3860,Property Report / O&E - Title Only,1.00,38.00,528.00,5.00,10.00,0.00,38.00
17-510259,3863,Title & Full Escrow,2.00,81.00,1162.00,19.00,26.00,0.00,39.00
17-510260,3863,Property Report / O&E - Title Only,2.00,33.00,522.00,8.00,11.00,0.00,39.00
2301-205010,3863,Title and Escrow,1.00,71.00,1278.00,18.00,33.00,0.00,56.00
17-510261,3863,Title & Sub-Escrow,2.00,63.00,1024.00,21.00,24.00,0.00,44.00
17-510262,3863,Title & Full Escrow,0.00,42.00,270.00,2.00,5.00,1.00,45.00
17-510263,3863,LCP & Sub-Escrow,0.00,45.00,616.00,4.00,27.00,0.00,21.00
17-510264,3863,Title & Full Escrow,1.00,65.00,873.00,17.00,20.00,0.00,28.00
17-510265,3863,Title & Full Escrow,1.00,57.00,834.00,19.00,17.00,0.00,22.00
17-510266,3860,Title & Full Escrow,1.00,104.00,1401.00,13.00,42.00,0.00,73.00
17-510267,3860,Title & Full Escrow,1.00,67.00,865.00,20.00,22.00,0.00,43.00
2301-205011,3863,Title and Escrow,1.00,94.00,1624.00,28.00,50.00,0.00,57.00
2301-205012,3860,Title and Escrow,0.00,47.00,315.00,2.00,8.00,1.00,45.00
17-510269,3860,Property Report / O&E - Title Only,1.00,28.00,502.00,6.00,10.00,0.00,21.00
17-510270,3860,Title & Full Escrow,1.00,68.00,988.00,20.00,17.00,0.00,70.00
17-510271,3863,Property Report / O&E - Title Only,1.00,27.00,371.00,6.00,7.00,0.00,30.00
17-510272,3863,Property Report / O&E - Title Only,1.00,27.00,387.00,6.00,7.00,0.00,17.00
17-510273,3863,Title & Full Escrow,1.00,57.00,819.00,16.00,15.00,0.00,44.00
17-510274,3860,Property Report / O&E - Title Only,1.00,39.00,487.00,4.00,11.00,0.00,22.00
17-510275,3863,Title & Full Escrow,2.00,62.00,867.00,20.00,11.00,0.00,80.00
17-510276,3863,Title & Full Escrow,1.00,57.00,827.00,16.00,17.00,0.00,49.00
17-510277,3863,Property Report / O&E - Title Only,1.00,33.00,506.00,6.00,9.00,0.00,45.00
17-510281,3863,LCP - Title Only,1.00,34.00,495.00,4.00,10.00,0.00,29.00
2301-205014,3863,Title and Escrow,1.00,75.00,1336.00,16.00,36.00,0.00,77.00
17-510282,3863,Title & Full Escrow,1.00,46.00,410.00,16.00,9.00,1.00,45.00
17-510284,3863,LCP - Title Only,2.00,39.00,627.00,6.00,8.00,0.00,56.00
17-510286,3863,LCP - Title Only,1.00,39.00,597.00,4.00,15.00,0.00,28.00
2301-205015,3863,Title and Escrow,1.00,90.00,1561.00,17.00,65.00,0.00,36.00
17-510287,3863,LCP - Title Only,1.00,32.00,525.00,5.00,9.00,0.00,60.00
2301-205017,3863,Title and Escrow,1.00,102.00,1647.00,18.00,62.00,0.00,57.00
2301-205018,3863,Title and Escrow,1.00,71.00,1331.00,20.00,33.00,0.00,36.00
17-510288,3863,LCP - Title Only,1.00,44.00,700.00,4.00,17.00,0.00,32.00
2301-205019,3863,Title and Escrow,0.00,94.00,1590.00,16.00,44.00,0.00,58.00
17-510289,3863,LCP - Title Only,1.00,45.00,679.00,4.00,15.00,0.00,79.00
17-510290,3863,LCP - Title Only,1.00,33.00,609.00,4.00,8.00,0.00,37.00
17-510291,3863,LCP - Title Only,1.00,44.00,705.00,5.00,23.00,0.00,32.00
17-510294,3863,Title & Full Escrow,2.00,58.00,822.00,19.00,14.00,0.00,65.00
17-510295,3863,Title & Full Escrow,1.00,67.00,1043.00,16.00,17.00,0.00,15.00
17-510296,3863,LCP - Title Only,1.00,36.00,633.00,4.00,12.00,0.00,44.00
17-510297,3862,Title & Full Escrow,1.00,68.00,1066.00,17.00,20.00,0.00,36.00
17-510298,3863,Title & Full Escrow,1.00,68.00,890.00,18.00,21.00,0.00,31.00
2301-205021,3860,Title and Escrow,0.00,82.00,1189.00,17.00,44.00,0.00,70.00
2301-205022,3860,Title and Escrow,0.00,76.00,1089.00,18.00,28.00,0.00,74.00
17-510299,3863,LCP & Sub-Escrow,2.00,55.00,899.00,5.00,19.00,0.00,49.00
17-510300,3863,LCP - Title Only,1.00,43.00,678.00,4.00,17.00,0.00,28.00
17-510303,3863,Title & Sub-Escrow,0.00,64.00,849.00,18.00,19.00,0.00,48.00
17-510304,3860,Title & Sub-Escrow,2.00,31.00,440.00,23.00,6.00,1.00,45.00
2301-205023,3860,Title and Escrow,1.00,62.00,702.00,21.00,25.00,1.00,45.00
17-510306,3860,TSG - Trustee Sale Guarantee,3.00,18.00,499.00,13.00,7.00,0.00,0.00
17-510307,3860,TSG - Trustee Sale Guarantee,3.00,18.00,451.00,13.00,9.00,0.00,0.00
17-510308,3860,TSG - Trustee Sale Guarantee,2.00,18.00,455.00,12.00,9.00,0.00,0.00
17-510309,3863,Property Report / O&E - Title Only,2.00,38.00,529.00,7.00,15.00,0.00,37.00
17-510310,3863,LCP - Title Only,0.00,30.00,548.00,4.00,9.00,0.00,35.00
17-510311,3863,LCP - Title Only,1.00,34.00,591.00,4.00,13.00,0.00,31.00
2301-205024,3860,Title and Escrow,4.00,54.00,659.00,21.00,22.00,1.00,45.00
17-510313,3863,LCP - Title Only,1.00,34.00,624.00,4.00,7.00,0.00,52.00
2301-205025,3863,Title and Escrow,0.00,73.00,1269.00,3.00,22.00,0.00,23.00
17-510317,3863,Title & Full Escrow,2.00,62.00,999.00,23.00,27.00,0.00,35.00
17-510318,3863,Title Only,0.00,24.00,268.00,1.00,3.00,1.00,45.00
17-510319,3862,Title & Sub-Escrow,1.00,55.00,921.00,17.00,20.00,0.00,38.00
2301-205028,3863,Title and Escrow,1.00,69.00,1238.00,17.00,33.00,0.00,28.00
17-510324,3863,Title Only,1.00,39.00,621.00,17.00,11.00,0.00,57.00
2301-205029,3863,Title and Escrow,0.00,67.00,1271.00,16.00,32.00,0.00,31.00
2301-205033,3860,Title and Escrow,0.00,47.00,371.00,1.00,4.00,1.00,45.00
17-510326,3863,LCP - Title Only,2.00,37.00,691.00,5.00,18.00,0.00,42.00
17-510327,3863,LCP - Title Only,0.00,20.00,209.00,0.00,4.00,1.00,45.00
17-510329,3862,Title & Full Escrow,1.00,65.00,1014.00,18.00,15.00,0.00,45.00
17-510330,3863,Title & Sub-Escrow,1.00,69.00,1054.00,19.00,25.00,0.00,55.00
17-510332,3863,Title Only,2.00,37.00,629.00,21.00,12.00,0.00,21.00
17-510334,3863,LCP - Title Only,0.00,22.00,235.00,0.00,4.00,1.00,45.00
17-510336,3863,Legal & Vesting - Title Only,0.00,28.00,393.00,0.00,5.00,0.00,79.00
2301-205038,3863,Title and Escrow,1.00,72.00,1531.00,16.00,45.00,0.00,38.00
