sFileNumber,vCoverageType,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntriesPerDay,nTotalNotesPerDay,oCancelled,oNumDays
2301-200156,In-House with Abstractor,Reverse Mortgage,265000.00,4.00,52.00,15.11111111,0.4,1.00,45.00
2301-200195,In-House without XML,Reverse Mortgage,46241.75,1.00,82.00,34.42857143,0.69047619,0.00,42.00
2301-205963,In-House with Abstractor,Reverse Mortgage,64782.00,1.00,82.00,27.54901961,1.215686275,0.00,51.00
17-502986,In-House with Abstractor,TSG,126540.94,2.00,25.00,8.283333333,0.166666667,0.00,60.00
2301-201455,In-House without XML,Reverse Mortgage,249300.00,1.00,77.00,53.13043478,1.47826087,0.00,23.00
2301-206027,In-House with Abstractor,Reverse Mortgage,291600.00,0.00,95.00,44.88571429,2.057142857,0.00,35.00
2301-201422,In-House with Abstractor,Reverse Mortgage,199000.00,2.00,68.00,16.02222222,0.377777778,1.00,45.00
17-507067,In-House with Abstractor,Refinance,605000.00,0.00,30.00,6.577777778,0.111111111,1.00,45.00
17-512450,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,70.00,11.54285714,0.4,0.00,70.00
17-509021,In-House without XML,Uninsured (Info Products),60000.00,2.00,33.00,14.74285714,0.257142857,0.00,35.00
17-507292,In-House without XML,Uninsured (Info Products),15000.00,1.00,33.00,10.26,0.18,0.00,50.00
17-515311,In-House with Abstractor,Uninsured (Info Products),12850.00,0.00,20.00,4.377777778,0.066666667,1.00,45.00
17-501322,In-House without XML,Refinance,402000.00,1.00,62.00,28,1.290322581,0.00,31.00
17-514564,In-House without XML,Uninsured (Info Products),100000.00,0.00,19.00,4.355555556,0.066666667,1.00,45.00
17-504497,In-House without XML,Refinance,490000.00,1.00,91.00,19.19117647,0.632352941,0.00,68.00
17-501844,In-House without XML,Refinance,282000.00,1.00,52.00,16.14285714,0.448979592,0.00,49.00
17-504413,In-House without XML,Refinance,100001.00,1.00,25.00,7.511111111,0.088888889,1.00,45.00
17-501044,In-House without XML,Refinance,50000.00,1.00,43.00,8.671052632,0.144736842,0.00,76.00
17-510946,In-House without XML,Refinance,12000.00,2.00,32.00,16.68571429,0.428571429,0.00,35.00
17-506563,In-House without XML,Refinance,100000.00,3.00,37.00,17.8,0.35,0.00,40.00
17-514039,In-House without XML,Refinance,30000.00,1.00,55.00,26.79310345,0.413793103,0.00,29.00
17-513619,In-House without XML,Refinance,533100.00,1.00,53.00,22.82926829,0.634146341,0.00,41.00
17-501899,In-House without XML,Refinance,75000.00,2.00,34.00,7.866666667,0.088888889,1.00,45.00
17-508742,In-House without XML,Refinance,18000.00,1.00,34.00,10.64285714,0.142857143,0.00,56.00
17-500270,In-House without XML,Refinance,85000.00,1.00,64.00,10.93333333,0.155555556,1.00,45.00
17-506011,In-House without XML,Refinance,225000.00,1.00,37.00,12.68888889,0.244444444,1.00,45.00
17-504126,In-House without XML,Refinance,171770.00,1.00,88.00,9.833333333,0.145833333,0.00,96.00
2301-203782,In-House with Abstractor,Reverse Mortgage,404073.00,0.00,80.00,31.04545455,0.75,0.00,44.00
17-508592,In-House without XML,Uninsured (Info Products),20000.00,1.00,27.00,22.3,0.45,0.00,20.00
17-502829,In-House without XML,Uninsured (Info Products),100000.00,2.00,58.00,24.26666667,0.566666667,0.00,30.00
17-508641,In-House without XML,Uninsured (Info Products),379900.00,2.00,62.00,14.41176471,0.392156863,0.00,51.00
17-516384,In-House without XML,Refinance,45000.00,2.00,29.00,41.23076923,0.846153846,0.00,13.00
17-514128,In-House with Abstractor,Refinance,176000.00,2.00,65.00,21.15384615,0.307692308,0.00,39.00
2301-200192,In-House with Abstractor,Reverse Mortgage,80000.00,2.00,47.00,11.4,0.355555556,1.00,45.00
17-505896,In-House without XML,Refinance,208000.00,2.00,64.00,27.94594595,0.756756757,0.00,37.00
2301-201945,In-House without XML,Reverse Mortgage,0.00,0.00,40.00,5.644444444,0.155555556,1.00,45.00
17-508880,In-House without XML,Refinance,100000.00,1.00,34.00,11.82692308,0.153846154,0.00,52.00
2301-204798,In-House with Abstractor,Reverse Mortgage,82411.20,0.00,93.00,17.6744186,0.697674419,0.00,86.00
2301-207980,In-House with Abstractor,Reverse Mortgage,276925.00,0.00,76.00,37.87096774,2.419354839,0.00,31.00
17-512364,In-House without XML,Refinance,243029.00,1.00,51.00,20.1,0.35,0.00,40.00
17-510964,In-House without XML,Refinance,321500.00,2.00,49.00,15.21052632,0.315789474,0.00,57.00
17-506224,In-House without XML,Uninsured (Info Products),40000.00,1.00,33.00,5.083333333,0.092592593,0.00,108.00
17-508371,In-House with XML,Refinance,625500.00,1.00,46.00,9.555555556,0.197530864,0.00,81.00
17-511867,In-House with XML,Refinance,230200.00,1.00,67.00,15.66197183,0.38028169,0.00,71.00
17-511494,In-House without XML,Refinance,119150.00,1.00,71.00,23.68292683,0.43902439,0.00,41.00
17-502477,In-House without XML,Refinance,584000.00,2.00,53.00,11.74683544,0.316455696,0.00,79.00
2301-205006,In-House without XML,Reverse Mortgage,390937.50,0.00,82.00,35.19444444,1.527777778,0.00,36.00
17-507818,In-House without XML,Refinance,30000.00,1.00,34.00,17.77777778,0.305555556,0.00,36.00
17-511892,In-House without XML,Refinance,40267.00,1.00,36.00,11.5942029,0.231884058,0.00,69.00
17-510192,In-House with Abstractor,Uninsured (Info Products),25000.00,1.00,42.00,11.82692308,0.211538462,0.00,52.00
17-512934,In-House without XML,TSG,631117.22,7.00,11.00,421,3,0.00,0.00
2301-201470,In-House without XML,Reverse Mortgage,450000.00,3.00,59.00,14.11111111,0.311111111,1.00,45.00
17-502016,In-House without XML,Refinance,35000.00,0.00,56.00,38.47826087,0.913043478,0.00,23.00
2301-203347,In-House with Abstractor,Reverse Mortgage,150480.00,0.00,73.00,54.0952381,1.952380952,0.00,21.00
2301-202706,In-House without XML,Reverse Mortgage,88640.00,0.00,62.00,36.24137931,1.206896552,0.00,29.00
17-502202,In-House with Abstractor,Refinance,138000.00,2.00,96.00,22.68493151,0.602739726,0.00,73.00
17-507738,In-House with Abstractor,Uninsured (Info Products),100000.00,1.00,39.00,9.909090909,0.236363636,0.00,55.00
2301-200472,In-House with Abstractor,Reverse Mortgage,373423.00,1.00,85.00,36.33333333,1.095238095,0.00,42.00
17-507961,In-House with Abstractor,Refinance,125966.00,1.00,66.00,8.861111111,0.259259259,0.00,108.00
17-503029,In-House with Abstractor,Uninsured (Info Products),75000.00,1.00,27.00,2.083870968,0.025806452,0.00,155.00
17-506530,In-House with XML,Refinance,204800.00,1.00,68.00,29.10526316,0.710526316,0.00,38.00
2301-203038,In-House without XML,Reverse Mortgage,346527.00,1.00,85.00,55.57142857,2.071428571,0.00,28.00
2301-205545,In-House with Abstractor,Reverse Mortgage,70000.00,2.00,51.00,13.44444444,0.4,1.00,45.00
17-502268,In-House without XML,Refinance,15000.00,1.00,44.00,33.82352941,0.764705882,0.00,17.00
17-501859,In-House without XML,Refinance,205000.00,1.00,65.00,20.54545455,0.386363636,0.00,44.00
17-504556,In-House without XML,Refinance,352400.00,2.00,55.00,22.05,0.4,0.00,40.00
17-515332,In-House with XML,Refinance,516500.00,2.00,57.00,29.63333333,0.666666667,0.00,30.00
2301-203589,In-House with Abstractor,Reverse Mortgage,175000.00,1.00,50.00,10.91111111,0.244444444,1.00,45.00
17-507758,In-House with XML,Refinance,412500.00,1.00,64.00,22.04545455,0.522727273,0.00,44.00
17-511695,In-House without XML,Refinance,40000.00,1.00,31.00,26.09090909,0.454545455,0.00,22.00
17-509608,In-House without XML,Refinance,30000.00,1.00,50.00,14.46268657,0.208955224,0.00,67.00
2301-200460,In-House without XML,Reverse Mortgage,412830.00,0.00,83.00,61.7037037,2.592592593,0.00,27.00
17-507099,In-House with Abstractor,Uninsured (Info Products),40000.00,1.00,39.00,9.473684211,0.192982456,0.00,57.00
17-510052,In-House without XML,Refinance,20489.00,2.00,35.00,10.28333333,0.183333333,0.00,60.00
2301-202673,In-House without XML,Reverse Mortgage,258450.00,1.00,76.00,33.97297297,0.972972973,0.00,37.00
17-509711,In-House with Abstractor,TSG,156427.42,6.00,12.00,394,3,0.00,0.00
17-507967,In-House without XML,Refinance,340000.00,1.00,56.00,32.30769231,0.730769231,0.00,26.00
2301-203593,In-House without XML,Reverse Mortgage,125000.00,0.00,60.00,14.46666667,0.355555556,1.00,45.00
2301-203952,In-House without XML,Conventional - Refinance,302100.00,1.00,56.00,23.08333333,0.854166667,0.00,48.00
2301-206653,In-House without XML,Reverse Mortgage,397500.00,2.00,79.00,38.25714286,1.257142857,0.00,35.00
2301-205547,In-House without XML,Reverse Mortgage,225000.00,1.00,45.00,9.466666667,0.088888889,1.00,45.00
17-501287,In-House without XML,TSG,938523.98,4.00,18.00,5.114942529,0.057471264,0.00,87.00
17-507976,In-House without XML,Refinance,80880.00,1.00,36.00,17.78787879,0.272727273,0.00,33.00
2301-204080,Outsourced with In-House Recording,Reverse Mortgage,102790.00,0.00,69.00,45.18518519,1.481481481,0.00,27.00
2301-208205,In-House without XML,Reverse Mortgage,130080.00,1.00,75.00,51.40740741,2.185185185,0.00,27.00
17-501488,In-House with Abstractor,Uninsured (Info Products),80000.00,1.00,43.00,16.65789474,0.394736842,0.00,38.00
17-511214,In-House without XML,Refinance,25000.00,1.00,56.00,30.18918919,0.486486486,0.00,37.00
17-507150,In-House without XML,Refinance,80340.00,2.00,65.00,14,0.268656716,0.00,67.00
17-509360,In-House with Abstractor,Refinance,129250.00,1.00,49.00,27.64516129,0.741935484,0.00,31.00
2301-207683,In-House without XML,Reverse Mortgage,350000.00,0.00,49.00,8.666666667,0.133333333,1.00,45.00
17-507959,In-House with XML,Refinance,50000.00,1.00,40.00,27.04,0.72,0.00,25.00
17-513407,In-House with Abstractor,Uninsured (Info Products),150000.00,1.00,37.00,20.58333333,0.375,0.00,24.00
17-502187,In-House without XML,Refinance,100.00,5.00,33.00,2.010362694,0.010362694,0.00,193.00
2301-202125,In-House without XML,Reverse Mortgage,206250.00,1.00,78.00,34,1.347826087,0.00,46.00
17-512543,In-House without XML,Refinance,113700.00,1.00,64.00,22.83783784,0.405405405,0.00,37.00
17-502937,In-House with Abstractor,Uninsured (Info Products),74300.00,1.00,42.00,20.33333333,0.444444444,0.00,27.00
17-504301,In-House without XML,Refinance,113600.00,1.00,68.00,23.97560976,0.609756098,0.00,41.00
2301-201456,In-House with Abstractor,Reverse Mortgage,81503.00,0.00,81.00,48.63636364,1.454545455,0.00,33.00
17-509181,In-House without XML,TSG,126960.94,2.00,18.00,456,6,0.00,0.00
17-512016,In-House without XML,Refinance,242000.00,1.00,50.00,17.04545455,0.295454545,0.00,44.00
2301-202031,In-House with Abstractor,Reverse Mortgage,160000.00,0.00,49.00,12.17777778,0.333333333,1.00,45.00
17-506750,In-House with Abstractor,Uninsured (Info Products),10000.00,1.00,67.00,13.31746032,0.380952381,0.00,63.00
2301-202338,In-House without XML,Reverse Mortgage,69936.00,1.00,71.00,29.04255319,0.723404255,0.00,47.00
2301-206948,In-House without XML,Reverse Mortgage,113810.00,1.00,70.00,39.11428571,1.028571429,0.00,35.00
17-508553,In-House without XML,Uninsured (Info Products),250000.00,2.00,34.00,20.25925926,0.407407407,0.00,27.00
17-508998,In-House with Abstractor,TSG,278754.40,3.00,18.00,474,12,0.00,0.00
2301-206604,In-House with Abstractor,Reverse Mortgage,157560.00,3.00,71.00,20.63793103,0.603448276,0.00,58.00
17-509320,In-House without XML,Refinance,117000.00,1.00,60.00,35.96,0.56,0.00,25.00
17-504443,In-House with Abstractor,Refinance,310000.00,1.00,23.00,8.555555556,0.155555556,1.00,45.00
17-511913,In-House with Abstractor,TSG,175889.52,2.00,12.00,405,4,0.00,0.00
17-515639,In-House without XML,Refinance,440000.00,1.00,48.00,34.7826087,0.608695652,0.00,23.00
2301-205942,In-House with Abstractor,Reverse Mortgage,121746.00,1.00,88.00,31.59090909,1.431818182,0.00,44.00
17-504233,In-House with Abstractor,TSG,366545.29,2.00,15.00,10.31707317,0.170731707,0.00,41.00
2301-202249,In-House with Abstractor,Reverse Mortgage,104220.00,3.00,84.00,22.95238095,0.80952381,0.00,63.00
17-511741,In-House with Abstractor,TSG,121080.25,5.00,13.00,414,4,0.00,0.00
17-502616,In-House without XML,Refinance,35000.00,1.00,30.00,7.422222222,0.088888889,1.00,45.00
2301-200173,In-House with Abstractor,Reverse Mortgage,63258.00,0.00,41.00,8.422222222,0.244444444,1.00,45.00
17-512243,In-House without XML,Refinance,50000.00,0.00,60.00,14.34782609,0.188405797,0.00,69.00
17-509058,In-House without XML,Uninsured (Info Products),100000.00,2.00,28.00,24.35294118,0.529411765,0.00,17.00
17-505038,In-House with Abstractor,Refinance,180676.00,2.00,62.00,17.31111111,0.333333333,1.00,45.00
2301-207563,In-House with Abstractor,Reverse Mortgage,60000.00,0.00,62.00,17.46666667,0.422222222,1.00,45.00
17-505009,In-House with Abstractor,Refinance,59676.00,1.00,60.00,19.16,0.6,0.00,50.00
17-507774,In-House without XML,Refinance,40000.00,2.00,34.00,21.32142857,0.428571429,0.00,28.00
17-503689,In-House without XML,Refinance,75000.00,1.00,37.00,14.41860465,0.348837209,0.00,43.00
17-502507,In-House without XML,Refinance,200000.00,0.00,77.00,45.95652174,1.086956522,0.00,23.00
17-505102,In-House without XML,Refinance,49000.00,1.00,36.00,41.71428571,0.714285714,0.00,14.00
17-509525,In-House without XML,Refinance,100000.00,0.00,21.00,4.933333333,0.066666667,1.00,45.00
17-511252,In-House without XML,Refinance,30000.00,1.00,29.00,54.11111111,1,0.00,9.00
17-500032,In-House without XML,Refinance,230521.00,2.00,44.00,13.77777778,0.311111111,1.00,45.00
2301-202392,Outsourced with In-House Recording,Reverse Mortgage,104404.00,0.00,72.00,30.80851064,0.893617021,0.00,47.00
17-511379,In-House with Abstractor,Refinance,136356.00,1.00,55.00,12.73333333,0.3,0.00,60.00
17-510240,In-House with XML,Refinance,211450.00,1.00,30.00,8.355555556,0.155555556,1.00,45.00
17-503291,In-House without XML,Refinance,10000.00,1.00,50.00,25.55172414,0.482758621,0.00,29.00
17-502465,In-House without XML,TSG,601603.29,1.00,19.00,6.808823529,0.102941176,0.00,68.00
2301-204106,In-House without XML,Reverse Mortgage,293136.00,1.00,75.00,14.88461538,0.397435897,0.00,78.00
17-507908,In-House without XML,Refinance,100000.00,0.00,44.00,18.87804878,0.292682927,0.00,41.00
2301-203849,In-House with Abstractor,Reverse Mortgage,52000.00,2.00,51.00,12.08888889,0.2,1.00,45.00
17-511872,In-House with Abstractor,Refinance,107400.00,2.00,83.00,35.20588235,0.794117647,0.00,34.00
17-504863,In-House with Abstractor,TSG,280898.35,2.00,22.00,14.96969697,0.303030303,0.00,33.00
17-515081,In-House without XML,Refinance,22500.00,1.00,33.00,24.34782609,0.52173913,0.00,23.00
17-511052,In-House without XML,Refinance,235212.00,2.00,86.00,24.98113208,0.754716981,0.00,53.00
17-507444,In-House without XML,Uninsured (Info Products),28400.00,1.00,27.00,20.14285714,0.380952381,0.00,21.00
17-502900,In-House without XML,Refinance,332000.00,1.00,51.00,38.85714286,1.047619048,0.00,21.00
17-507925,In-House with Abstractor,Refinance,262087.00,1.00,65.00,20.08695652,0.586956522,0.00,46.00
17-502018,In-House with Abstractor,Uninsured (Info Products),128550.00,3.00,42.00,16.70588235,0.5,0.00,34.00
17-505853,In-House without XML,Refinance,117000.00,1.00,52.00,19.11627907,0.325581395,0.00,43.00
2301-207761,In-House without XML,Reverse Mortgage,116760.00,1.00,68.00,60.36842105,2.105263158,0.00,19.00
17-500737,In-House without XML,Refinance,50000.00,3.00,38.00,24.64285714,0.714285714,0.00,28.00
17-513144,In-House with Abstractor,TSG,245985.58,3.00,12.00,468,5,0.00,0.00
17-509562,In-House with Abstractor,Refinance,193800.00,1.00,65.00,17.85714286,0.306122449,0.00,49.00
17-508677,In-House without XML,Refinance,417000.00,3.00,46.00,9.622222222,0.155555556,1.00,45.00
2301-200058,In-House without XML,Reverse Mortgage,148264.00,1.00,66.00,25.61538462,0.615384615,0.00,52.00
17-511676,In-House with Abstractor,Refinance,220000.00,2.00,76.00,29.57894737,0.605263158,0.00,38.00
2301-207251,In-House with Abstractor,Reverse Mortgage,103020.00,0.00,74.00,26.04761905,1.30952381,0.00,42.00
17-510398,In-House without XML,Refinance,50000.00,1.00,36.00,11.89090909,0.109090909,0.00,55.00
2301-205330,In-House without XML,Reverse Mortgage,115774.00,0.00,73.00,36.41935484,1,0.00,31.00
17-508772,In-House without XML,Refinance,35000.00,2.00,30.00,20.78787879,0.272727273,0.00,33.00
2301-200060,In-House with Abstractor,Reverse Mortgage,142000.00,0.00,58.00,12.11111111,0.244444444,1.00,45.00
2301-201172,In-House without XML,Reverse Mortgage,165000.00,0.00,83.00,16.25,0.391304348,0.00,92.00
17-502056,In-House without XML,Refinance,20000.00,1.00,47.00,29,0.681818182,0.00,22.00
17-512334,In-House without XML,Refinance,400000.00,1.00,52.00,24.25714286,0.457142857,0.00,35.00
17-512007,In-House without XML,Refinance,412500.00,2.00,43.00,17.64,0.46,0.00,50.00
2301-202446,In-House without XML,Reverse Mortgage,449734.50,0.00,85.00,13.77192982,0.464912281,0.00,114.00
2301-206450,In-House without XML,Reverse Mortgage,153672.00,0.00,76.00,40.93333333,1.066666667,0.00,30.00
2301-200275,In-House without XML,Reverse Mortgage,113300.00,1.00,80.00,71.44827586,1.931034483,0.00,29.00
17-505107,In-House without XML,Refinance,75000.00,1.00,35.00,22.11111111,0.444444444,0.00,27.00
17-514012,In-House with Abstractor,Refinance,124500.00,1.00,62.00,20.93617021,0.489361702,0.00,47.00
17-508144,In-House with XML,Refinance,282000.00,1.00,78.00,24.30952381,0.619047619,0.00,42.00
17-503885,In-House without XML,Refinance,75000.00,1.00,27.00,8.511111111,0.111111111,1.00,45.00
17-503753,In-House without XML,Refinance,30000.00,1.00,85.00,27.54545455,0.527272727,0.00,55.00
17-502398,In-House with Abstractor,Refinance,109063.00,1.00,56.00,15.08888889,0.244444444,1.00,45.00
2301-206242,In-House with Abstractor,Reverse Mortgage,495000.00,1.00,47.00,9.555555556,0.133333333,1.00,45.00
2301-204886,In-House without XML,Reverse Mortgage,182736.00,1.00,72.00,28.82926829,0.87804878,0.00,41.00
17-500586,In-House with Abstractor,Refinance,125200.00,0.00,59.00,15.6,0.333333333,1.00,45.00
17-507269,In-House without XML,Refinance,354000.00,2.00,78.00,17.14285714,0.492063492,0.00,63.00
17-501985,In-House without XML,Refinance,50000.00,1.00,46.00,21.78571429,0.464285714,0.00,28.00
17-500853,In-House without XML,Refinance,196000.00,0.00,41.00,11.68888889,0.244444444,1.00,45.00
17-509009,In-House without XML,Uninsured (Info Products),32650.00,1.00,33.00,24.14285714,0.476190476,0.00,21.00
17-506324,In-House with Abstractor,Refinance,78347.00,1.00,64.00,11.8,0.373333333,0.00,75.00
17-505004,In-House without XML,Refinance,215000.00,1.00,57.00,11.34567901,0.333333333,0.00,81.00
17-504978,In-House without XML,Refinance,50000.00,2.00,25.00,7.488888889,0.088888889,1.00,45.00
17-501629,In-House without XML,Refinance,75000.00,2.00,30.00,8.111111111,0.088888889,1.00,45.00
17-509057,In-House without XML,Refinance,106114.00,1.00,49.00,6.494949495,0.141414141,0.00,99.00
17-504565,In-House without XML,Refinance,30000.00,2.00,42.00,32.07692308,1.076923077,0.00,26.00
17-509261,In-House without XML,Refinance,150000.00,2.00,57.00,18.65957447,0.404255319,0.00,47.00
17-512891,In-House without XML,Refinance,200000.00,1.00,68.00,36,0.56,0.00,25.00
17-506103,In-House without XML,Refinance,50000.00,1.00,31.00,26.9047619,0.761904762,0.00,21.00
